Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo
44210,44,Loire-Atlantique,Cybercentre de Pornic -Médiathèque,35 Rue Tartifume 44210 Pornic,,http://www.mediatheque-pornic.fr/EXPLOITATION/Default/esp-cybercentre.aspx,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
44210,44,Loire-Atlantique,CCAS Pornic,1 Rue Jean Sarment 44210 Pornic,240829700,http://www.pornic.fr/Informations/Annuaires/Annuaire-des-services-publics-locaux/Service-des-Affaires-Sociales,,,,,,,gratuit,G,,,,,
44210,44,Loire-Atlantique,Caisse d'Allocations Familiales,1 BIS Rue Jean Sarment 44210 Pornic,,https://www.caf.fr/,,,Permanence CAF,"DeAd
Co",,,,,,,,,
44210,44,Loire-Atlantique,Centre Médico-Social,"21 route de Saint-Père-en-Retz 44210 Pornic
                 ",240822030,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/selectionner-un-theme/enfance-famille/grossesse-et-conseils-aux-futurs-parents/espace-departemental-des-solidarites-pornic-sainte-pazanne-site-de-pornic-fr-t1_13306,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44210,44,Loire-Atlantique,Pôlle Emploi,62 Boulevard de Linz 44210 Pornic,,https://www.pole-emploi.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
44230,44,Loire-Atlantique,Centre Socioculturel de l'Allée Verte,1 Rue de l'Allée Verte 44230 Saint-Sébastien-sur-Loire,,https://alleeverte.centres-sociaux.fr/,,accueil@alleeverte-csc.asso.fr,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Gratuit sous conditions-Payant à coût solidaire,CondP,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,05/02/2020,
44240,44,Loire-Atlantique,Médiathèque Sucé-Sur-Erdre,101 Rue de la Mairie 44240 Sucé-sur-Erdre,240779521,http://www.bibliotheques.cceg.fr/index/index/id_profil/1,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",-Gratuit pour les nouveaux Sucéens-Famille Sucéenne 10€ -Famille non Sucéenne 20€ Touriste (individuel) 5€,G,,,,,
44240,44,Loire-Atlantique,Médiathèque et ludothèque,Rue René Goscinny 44240 La Chapelle-sur-Erdre,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
44250,44,Loire-Atlantique,Guichet Unique Emploi St-Brévin-les-Pins,6 Avenue Jules Ferry 44250 Saint-Brevin-les-Pins,240393701,http://saint-brevin.fr/mairie/guichet-unique-emploi.html,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44250,44,Loire-Atlantique,Espace départemental des solidarités Saint-Brévin-les-Pins,8 Rue de la Résistance 44250 Saint-Brevin-les-Pins,240272585,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/selectionner-un-theme/enfance-famille/grossesse-et-conseils-aux-futurs-parents/espace-departemental-des-solidarites-saint-brevin-les-pins-fr-t1_11246,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44250,44,Loire-Atlantique,Médiathèque Espace Jules Verne,30 Avenue Jules Verne 44250 Saint-Brevin-les-Pins,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44260,44,Loire-Atlantique,Médiathèque de Lavau-sur-Loire,1 BIS Rue de la Mairie 44260 Lavau-sur-Loire,240040876,http://mediatheques.estuaire-sillon.fr/lavausurloire,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44260,44,Loire-Atlantique,Bouillon de Cultures Malville,8 Place de l'église 44260 Malville,,http://www.bouillondecultures44.fr,,,,,,,60€ par an,CondP,,,,,
44260,44,Loire-Atlantique,Médiathèque de la Chapelle-Launay,1 Rue du Sacré-Coeur 44260 La Chapelle-Launay,,http://www.lachapellelaunay.eu/-Bibliotheque-du-Moulin,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44260,44,Loire-Atlantique,Médiathèque de Bouée,8 Place de l'église 44260 Bouée,240549787,http://www.mediatheques.estuaire-sillon.fr/bouee,Médiathèque intercommunale d'Estuaire et Sillon,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44260,44,Loire-Atlantique,Médiathèque de Prinquiau,16 Rue de l'église 44260 Prinquiau,228017672,http://www.mediatheques.estuaire-sillon.fr/prinquiau,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44260,44,Loire-Atlantique,Médiathèque de Savenay,Place de l'Hôtel de Ville 44260 Savenay,240569695,http://www.mediatheques.estuaire-sillon.fr/savenay,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44260,44,Loire-Atlantique,Relais CAF,3 Rue des Mésanges 44260 Savenay,0 810 25 44 10,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/lieux-d-info-habitat-logement/par-public/tout-public/caf-permanence-de-savenay-fr-p2_638500,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44260,44,Loire-Atlantique,Médiathèque de Malville,8 Place de l'église 44260 Malville,47360577,,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Accès imprimante payante,CondP,,,,,
44270,44,Loire-Atlantique,Mairie Machecoul,5 Place de l'Auditoire (Machecoul) 44270 Machecoul-Saint-Mème,240023550,http://www.machecoul-saint-meme.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,,,,,
44270,44,Loire-Atlantique,Bibliothèque de Machecoul Saint-Meme La Virgule,7 Rue des Bouchers (Machecoul) 44270 Machecoul-Saint-Mème,240314761,https://www.bibliotheque-machecoul.fr/,La cyber-base est au sein de la bibliothèque de Machecoul,ateliers payants : 3€/atelier pour les machecoulais / 4€/atelier pour les communes extérieures,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",ateliers payants : 3€/atelier pour les machecoulais / 4€/atelier pour les communes extérieures,CondP,,,,,
44270,44,Loire-Atlantique,Espace départemental des solidarités Machecoul-Saint-Même-Saint-Philbert-de-Grand-Lieu - site de Machecoul-Saint-Même,Boulevard des Prises (Machecoul) 44270 Machecoul-Saint-Mème,240785138,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/selectionner-un-theme/enfance-famille/grossesse-et-conseils-aux-futurs-parents/espace-departemental-des-solidarites-machecoul-saint-meme-saint-philbert-de-grand-lieu-site-de-machecoul-saint-meme-fr-t1_11265,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44270,44,Loire-Atlantique,Pôle Emploi Machecoul,19 Rue Marcel Brunelière (Machecoul) 44270 Machecoul-Saint-Mème,3949,https://www.pole-emploi.fr/accueil/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44270,44,Loire-Atlantique,CPAM Machecoul,16 Rue Alexandre Riou (Machecoul) 44270 Machecoul-Saint-Mème,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44290,44,Loire-Atlantique,Bibliothèque de Conquereuil,Place de l'église 44290 Conquereuil,240876502,http://mediatheques.redon-agglomeration.bzh/index.php?option=com_content&view=article&id=46:conquereuil&catid=14:vos-mediatheques&Itemid=72,,,,,,,gratuit,G,,,,,
44290,44,Loire-Atlantique,Bibliothèque de Masserac,1 Rue Saint-Benoit 44290 Massérac,240793512,http://mediatheques.redon-agglomeration.bzh/index.php?option=com_content&view=article&id=490:masserac&catid=14:vos-mediatheques&Itemid=33,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44290,44,Loire-Atlantique,Point d'accueil CPAM Guémené-Penfao,2 Rue de Besle 44290 Guémené-Penfao,3646,https://www.ameli.fr,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44290,44,Loire-Atlantique,Médiathèque Marcelle Maurette,5 Rue Saint-Jean 44290 Guémené-Penfao,47 627 881,,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",14€ annuel / gratuit : -18 ans,CondP,bénéficiaires minima sociaux et demandeurs d'emploi,De,,,
44300,44,Loire-Atlantique,Association Culturelle Musulmane Nantes Nord,3 rue Eugène Thomas 44300 Nantes,,http://www.acmnn.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44300,44,Loire-Atlantique,Alis 44,60 Rue de la Bottière 44300 Nantes,,http://www.alis44.org/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44300,44,Loire-Atlantique,"Médiathèque Luce Courville
",1 Rue Eugène Thomas 44300 Nantes,,https://bm.nantes.fr/home/pratique/adresses-et-horaires-1/mediatheque-luce-courville.html,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44300,44,Loire-Atlantique,L'EclectiC,3 Rue Eugène Thomas 44300 Nantes,,https://fr-fr.facebook.com/leclectic.leolagrange,,,,,,,,,,,,,
44300,44,Loire-Atlantique,"Maison de quartier La Mano
",3 Rue Eugène Thomas 44300 Nantes,02 40 41 61 80,https://www.nantes.fr/home/a-votre-service/equipements/maison-de-quartier/maison-de-quartier-la-mano.html,,,Le bénévole (écrivain public) aide à toute sorte de démarches administratives rédactions de courriers. Accompagnement administratif et numérique. Atlier initiation à l'informatique,"DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44300,44,Loire-Atlantique,Pôle emploi Nantes,50 Boulevard Albert Einstein 44300 Nantes,,https://www.pole-emploi.fr/accueil/,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Accompagnements individuels
Autonomie","In
FoIn
AcIn
Au",,,Parents et enfants,"Ej
Af",,,
44300,44,Loire-Atlantique,?,56 Route de la Chapelle-Sur-Erdre 44300 Nantes,,,,,,,,,,,,,,,
44300,44,Loire-Atlantique,Maison de l'emploi Espace Nord,81 Rue des Renards 44300 Nantes,,,,,Réaliser CV et lettres de motivations,"DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44300,44,Loire-Atlantique,Maison de l'emploi Est,9 Rue Augustin Fresnel 44300 Nantes,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44300,44,Loire-Atlantique,Point d'accès au droit,3 Rue Eugène Thomas 44300 Nantes,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,Le Centre Socioculturel du Bout des pavés reçoit dans l’espace numérique dédié aux jeunes.,J,,,
44310,44,Loire-Atlantique,Point Numérique CAF,24 Rue de l'Hôtel de Ville 44310 Saint-Philbert-de-Grand-Lieu,240789972,http://www.stphilbert.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44310,44,Loire-Atlantique,Espace Jean de la Fontaine,10 Rue Charles de Gaulle 44310 La Limouzinière,240058282,https://www.mairie-la-limouziniere.com/culture-et-loisirs/espace-jean-de-la-fontaine/,,,,,,,13€ /famille/an,CondP,,,,,
44310,44,Loire-Atlantique,Cybercentre de Saint-Philbert-de-Grandlieu - ERN,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,,https://www.stphilbert.fr/cybercentre/,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Accompagnements individuels
Autonomie","In
FoIn
AcIn
Au",,,,,,,
44310,44,Loire-Atlantique,Cybercentre St-Philibert de Grand Lieu,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,02 40 78 06 79,https://www.stphilbert.fr/cybercentre/,,cybercentre@stphilbert.fr,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Accompagnements individuels
Autonomie","In
FoIn
AcIn
Au",Payant à coût solidaire,CondP,Adultes-Personnes âgées,"Af
S",,05/02/2020,
44320,44,Loire-Atlantique,Médiathèque - au bonheur des mots,7 Allée du Théâtre 44320 Chauvé,240643734,http://www.chauve.fr/la.mediatheque-municipale-au-bonheur-des-mots/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44330,44,Loire-Atlantique,Médiathèque Mille et une pages,16 Rue émile Gabory 44330 Vallet,24039184,bibliotheques.cc-vallet.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44340,44,Loire-Atlantique,Cybercentre de Bouguenais,33 Avenue du Général de Gaulle 44340 Bouguenais,02 40 04 76 99,http://cybercentrebouguenais.blogspot.com/,,cyber.animateur@yahoo.fr,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Accompagnements individuels
Autonomie","In
FoIn
AcIn
Au",gratuit,G,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,05/02/2020,
44350,44,Loire-Atlantique,Mission locale de la Presque île Guérandaise,2 Rue Louis léon 44350 Guérande,240429676,http://mlpresquileguerandaise.com,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44350,44,Loire-Atlantique,Relais CAF,1 Impasse Anne de Bretagne 44350 Guérande,08 10 25 44 10,https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-d-agglomeration-cap-atlantique/caf-relais-de-la-presqu-ile-guerandaise-fr-p2_638493,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44350,44,Loire-Atlantique,Cybercentre de la ville de Guérande,2 avenue Anne de Bretagne 44350 Guérande,,https://www.ville-guerande.fr/pratique-vos-demarches/culture/centre-culturel-athanor/cybercentre,,cybercentre@ville-guerande.fr,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,05/02/2020,
44360,44,Loire-Atlantique,Bibliothèque de Saint-Etienne de Montluc,3 Rue de la Paix 44360 Saint-étienne-de-Montluc,02 40 86 97 35,bibliotheque.st-etienne-montluc.net,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Commune: 7€30 par an ( + 18 ans) Hors commune: 13€40 (+ 18 ans),CondP,,,,,
44360,44,Loire-Atlantique,Médiathèque Jacques Fairand,2 Avenue des Quatre Vents 44360 Cordemais,240578220,http://www.bmcordemais.cassioweb.com,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44360,44,Loire-Atlantique,Club informatique Micromédia,2 Avenue des Quatre Vents 44360 Cordemais,,https://micromedia-cordemais.jimdofree.com/,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",50€ pour le reste du public,CondP,,,,,
44370,44,Loire-Atlantique,Bibliothèque L'école buissonnière,Square des Mésanges (Varades) 44370 Loireauxence,240983389,http://bibliofil.pays-ancenis.fr/,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne

Conseils","PrMa
PrLo
PrIn
DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44370,44,Loire-Atlantique,Pôle Santé Social de Loire Auxence,182 Rue du Mal Foch (Varades) 44370 Loireauxence,240986394,http://www.loireauxence.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44380,44,Loire-Atlantique,CCAS Pornichet,115 Avenue du Général de Gaulle 44380 Pornichet,240115538,https://www.ville-pornichet.fr/soutien-et-accompagnement,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44380,44,Loire-Atlantique,Médiathèque Jacques Lambert,Avenue de la Mer 44380 Pornichet,251732222,mediatheque.ville-pornichet.com,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44390,44,Loire-Atlantique,Bibliothèque de Puceul,1 Route des Gremets 44390 Puceul,02 40 79 28 12,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",tarif -20ans : gratuit tarif +20ans: 7€ et 10 habitant hors du CCRN,CondP,,,,,
44390,44,Loire-Atlantique,Bibliothèque de Saffré,Avenue du Château 44390 Saffré,251815662,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Tarif: -20ans gratuit +20ans:7€ +20ans et hors CCRN : 10€,CondP,,,,,
44390,44,Loire-Atlantique,Médiathèque Nort-sur-Erdre,35 Rue du Général Leclerc 44390 Nort-sur-Erdre,02 40 29 51 90,https://www.bibliothèques.cceg.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44390,44,Loire-Atlantique,Maison de l'emploi ,2 BIS Place du Champ de Foire 44390 Nort-sur-Erdre,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44400,44,Loire-Atlantique,Centre Information Jeunesse,19 Avenue de la Vendée 44400 Rezé,,https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/centre-information-jeunesse-reze,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44400,44,Loire-Atlantique,Nâga,17 Chemin Fontaine Launay 44400 Rezé,,https://www.naga44.org/,,,Collecte et vente d'ordinateurs reconditionnés sous Linux,,,,,,,,,,
44400,44,Loire-Atlantique,Maison de l'emploi Rezé Pont Rousseau,8 Rue Jean Baptiste Vigier 44400 Rezé,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44410,44,Loire-Atlantique,Médiathèque Gaston Leroux,Rue de Penlys 44410 La Chapelle-des-Marais,240424200,http://mediatheque.gastonleroux.opac3d.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44410,44,Loire-Atlantique,Espace Culturel François Mitterrand,3 Rue de la Fontaine Saint-Jean 44410 Herbignac,251769040,http://www.herbignac.com/?-espace-culturel-,,,,,,,gratuit,,,,,,
44410,44,Loire-Atlantique,CCAS d'Herbignac,1 Avenue de la Monneraye 44410 Herbignac,02 40 88 86 94,http://www.herbignac.com/?-Le-CCAS-,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44410,44,Loire-Atlantique,Mairie Point Emploi,1 Avenue de la Monneraye 44410 Herbignac,02 40 88 90 01,http://www.herbignac.com/?-Orientation-et-Emploi-,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44410,44,Loire-Atlantique,Relaie CAF,1 Avenue de la Monneraye 44410 Herbignac,02 40 88 90 01,http://www.herbignac.com/?Point-d-accueil-numerique-CAF-en,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44410,44,Loire-Atlantique,HIC (Herbignac Informatique Club),24 Rue Pasteur 44410 Herbignac,,http://www.herbinfoclub.net/,,,,,,,,,,,,,
44410,44,Loire-Atlantique,CCAS,16 Rue de la Brière 44410 La Chapelle-des-Marais,240539798,http://www.lachapelledesmarais.fr/action-sociale/le-c-c-a-,Centre Communal d'Action Sociale,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44410,44,Loire-Atlantique,Relais CAF,2 Rue de la Brière 44410 Saint-Lyphard,,https://www.maisondeservicesaupublic.fr/content/saint-lyphard-bureau-de-poste,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
