conum_id,Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo,lat,lon,result_label
conum_123_,44380,44,Loire-Atlantique,CCAS Pornichet,115 Avenue du Général de Gaulle 44380 Pornichet,02 40 07 59 88,https://www.ville-pornichet.fr/soutien-et-accompagnement,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.26296,-2.33985,115 Avenue du Général de Gaulle 44380 Pornichet
conum_124_,44380,44,Loire-Atlantique,Médiathèque Jacques Lambert,Avenue de la Mer 44380 Pornichet,02 40 96 86 87,mediatheque.ville-pornichet.com,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.26893,-2.34567,Avenue de la Mer 44380 Pornichet
conum_125_,44390,44,Loire-Atlantique,Bibliothèque de Puceul,1 Route des Gremets 44390 Puceul,02 40 66 74 64,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,tarif -20ans : gratuit tarif +20ans: 7€ et 10 habitant hors du CCRN,CondP,NR,NR,NR,,,47.521916,-1.617678,1 Route des Gremets 44390 Puceul
conum_126_,44390,44,Loire-Atlantique,Bibliothèque de Saffré,Avenue du Château 44390 Saffré,NR,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Tarif: -20ans gratuit +20ans:7€ +20ans et hors CCRN : 10€,CondP,NR,NR,NR,,,47.500272,-1.579004,Avenue du Château 44390 Saffré
conum_127_,44390,44,Loire-Atlantique,Maison de l'emploi,2 BIS Place du Champ de Foire 44390 Nort-sur-Erdre,02 40 17 60 54,http://www.cceg.fr/annuaire-des-structures-192/maison-de-l-emploi-et-de-la-formation-nort-sur-erdre-84.html?cHash=10299358db36611e54133beb0f05c7e2,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.43656,-1.500552,2 bis Place du Champ de Foire 44390 Nort-sur-Erdre
conum_128_,44390,44,Loire-Atlantique,Médiathèque Nort-sur-Erdre,35 Rue du Général Leclerc 44390 Nort-sur-Erdre,02 40 87 80 06,https://www.bibliothèques.cceg.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.43837,-1.499583,35 Rue du Général Leclerc 44390 Nort-sur-Erdre
conum_129_,44400,44,Loire-Atlantique,Centre Information Jeunesse,19 Avenue de la Vendée 44400 Rezé,02 40 88 73 23,https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/centre-information-jeunesse-reze,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.184672,-1.561368,Avenue de la Vendée 44400 Rezé
conum_130_,44400,44,Loire-Atlantique,CSC Ragon,9 rue du vivier 44400 Rezé,02 40 01 55 84,www.cscragon.fr,GUILLERM Thierry,thierry.guillerm@mairie-reze.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-CuNu-DeAd-ApIn-ApLo,InitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,In-AcCo-AcIn-Au,Gratuit,G,Tous publics,Tp,Non,,https://cscragon.centres-sociaux.fr/,47.165039,-1.541655,9 Rue du Vivier 44400 Rezé
conum_131_,44400,44,Loire-Atlantique,Maison de l'emploi Rezé Pont Rousseau,8 Rue Jean Baptiste Vigier 44400 Rezé,NR,https://www.reze.fr/fiche-annuaire/maison-de-lemploi-espace-reze-pont-rousseau/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.191074,-1.546194,8 Rue Jean Baptiste Vigier 44400 Rezé
conum_132_,44400,44,Loire-Atlantique,Nâga,17 Chemin Fontaine Launay 44400 Rezé,02 40 97 37 26,https://www.naga44.org/,NR,NR,Collecte et vente d'ordinateurs reconditionnés sous Linux,,NR,NR,NR,NR,NR,NR,NR,,,47.187512,-1.547891,Chemin Fontaine Launay 44400 Rezé
conum_133_,44410,44,Loire-Atlantique,Bibliothèque Le Pré aux Livres,14 Rue de la Fontaine 44410 Assérac,02 40 45 45 08,www.asserac.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.430692,-2.392121,14 Rue de la Fontaine 44410 Assérac
conum_134_,44410,44,Loire-Atlantique,CCAS,16 Rue de la Brière 44410 La Chapelle-des-Marais,02 40 91 10 21,http://www.lachapelledesmarais.fr/action-sociale/le-c-c-a-,Centre Communal d'Action Sociale,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.44668,-2.24293,16 Rue de la Brière 44410 La Chapelle-des-Marais
conum_135_,44410,44,Loire-Atlantique,CCAS d'Herbignac,1 Avenue de la Monneraye 44410 Herbignac,02 40 70 11 51,http://www.herbignac.com/?-Le-CCAS-,NR,NR,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac
conum_136_,44410,44,Loire-Atlantique,Mairie Point Emploi,1 Avenue de la Monneraye 44410 Herbignac,02 40 45 11 92,http://www.herbignac.com/?-Orientation-et-Emploi-,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac
conum_137_,44410,44,Loire-Atlantique,Maison de services au public,2 Rue de la Brière 44410 Saint-Lyphard,02 40 53 96 12,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.392494,-2.308159,Rue de la Brière 44410 Saint-Lyphard
conum_138_,44410,44,Loire-Atlantique,Médiathèque Gaston Leroux,Rue de Penlys 44410 La Chapelle-des-Marais,02 40 27 51 77,http://mediatheque.gastonleroux.opac3d.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.44548,-2.23607,Rue de Penlys 44410 La Chapelle-des-Marais
conum_139_,44410,44,Loire-Atlantique,Relaie CAF,1 Avenue de la Monneraye 44410 Herbignac,02 40 00 65 28,http://www.herbignac.com/?Point-d-accueil-numerique-CAF-en,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac
conum_140_,44410,44,Loire-Atlantique,Relais CAF,2 Rue de la Brière 44410 Saint-Lyphard,02 40 90 32 66,https://www.maisondeservicesaupublic.fr/content/saint-lyphard-bureau-de-poste,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,13/01/2021,,47.392494,-2.308159,Rue de la Brière 44410 Saint-Lyphard
conum_141_,44420,44,Loire-Atlantique,Association des Demandeurs d'Emploi du Pays Blanc,Place du Marche 44420 La Turballe,09 72 72 39 49,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.349519,-2.512751,Espace Garlahy - Place Marché 44420 La Turballe
conum_142_,44420,44,Loire-Atlantique,Bibliotheque Anita Conti,Place du Marche 44420 La Turballe,02 40 61 81 22,www.laturballe.fr/info/bibliotheque_anita_conti,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.349519,-2.512751,Espace Garlahy - Place Marché 44420 La Turballe
conum_143_,44420,44,Loire-Atlantique,Office de Tourisme,Place de l'Orée du Bois 44420 Mesquer,NR,http://www.mesquerquimiac.com/office-de-tourisme,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.406132,-2.483796,Place de l'Orée du Bois 44420 Mesquer
conum_144_,44430,44,Loire-Atlantique,Bibliothèque Comme un roman,2 BIS Rue Saint-Vincent 44430 Le Landreau,06 41 70 45 32,http://bibliotheque.le-landreau.fr/vufind/,Espace de lecture et de documentation et bénéficiant d'un équipement numérique,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,NR,,,47.203519,-1.306027,2 bis Rue Saint-vincent 44430 Le Landreau
conum_145_,44430,44,Loire-Atlantique,Les Quatres Vents,4 Rue du Jeu de Paume 44430 Le Loroux-Bottereau,02 40 55 38 29,https://www.mediatheque-loroux-bottereau.net,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.238526,-1.349373,4 Rue du Jeu de Paume 44430 Le Loroux-Bottereau
conum_146_,44440,44,Loire-Atlantique,Bibliothèque L'orange bleue,Rue des Chênes 44440 Riaillé,02 40 81 82 26,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.517115,-1.303744,Rue des Chênes 44440 Riaillé
conum_147_,44440,44,Loire-Atlantique,Maison des Services au Public du secteur de Riaillé,182 Rue du Cèdre 44440 Riaillé,02 40 28 03 96,https://www.sivom-secteur-riaille.com/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.517779,-1.294659,182 Rue du Cèdre 44440 Riaillé
conum_148_,44450,44,Loire-Atlantique,Centre socio-culturel loire divatte,2 Route Félix Praud 44450 Saint-Julien-de-Concelles,02 40 07 65 10,http://assoloiredivatte.centres-sociaux.fr/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.257174,-1.385145,2 Rue Felix Praud 44450 Saint-Julien-de-Concelles
conum_149_,44450,44,Loire-Atlantique,Le Passe Muraille,5 Rue des Heurthauds 44450 Saint-Julien-de-Concelles,02 40 07 67 34,https://www.mediatheque-le-passe-muraille.fr,NR,NR,Espace de lecture et de documentation ayant un service numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.252977,-1.386508,5 Rue des Heurthauds 44450 Saint-Julien-de-Concelles
conum_150_,44450,44,Loire-Atlantique,Médiathèque Divatte-sur-Loire,LE CALVAIRE (Barbechat) 44450 Divatte-sur-Loire,02 40 28 96 09,http://www.mediatheque-divatte-sur-loire.fr/,NR,NR,NR,NR,NR,NR,gratuit,G,NR,NR,NR,,,47.275107,-1.281382,Le Calvaire 44450 Divatte-sur-Loire
conum_151_,44460,44,Loire-Atlantique,Médiathèque d'Avessac,Rue de Plessé 44460 Avessac,02 40 17 19 99,NR,NR,NR,Espace de lecture et d'animation ponctuelle possédant un espace d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,14€ annuel / gratuit : -18 ans,CondP,bénéficiaires minima sociaux et demandeurs d'emploi,De,NR,,,47.651918,-1.986214,Rue de Plessé 44460 Avessac
conum_152_,44460,44,Loire-Atlantique,Médiathèque Saint Nicolas de Redon,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon,02 51 10 11 20,bénéficiaires minima sociaux et demandeurs d'emploi,NR,NR,Espace de lecture et d'animation comprenant un point d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,14€ annuel / gratuit : -18 ans,CondP,NR,NR,NR,,,47.644166,-2.07093,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon
conum_153_,44480,44,Loire-Atlantique,Médiathèque Jules Verne,13 Rue René Laennec 44480 Donges,02 47 27 24 08,http://mediatheque.ville-donges.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.31913,-2.07477,13 Rue René Laënnec 44480 Donges
conum_154_,44490,44,Loire-Atlantique,CCAS Le Croisic,3 Rue de la Duchesse Anne 44490 Le Croisic,02 28 55 99 73,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/par-types-de-lieu/service/centres-communaux-d-action-sociale-ccas/centre-communal-d-action-sociale-ccas-du-croisic-fr-t1_36195,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.294262,-2.513663,3 Rue de la Duchesse Anne 44490 Le Croisic
conum_155_,44490,44,Loire-Atlantique,Office de Tourisme,6 Rue du Pilori 44490 Le Croisic,02 40 70 95 92,http:/www.tourisme-lecroisic.fr/fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.2938,-2.510971,6 Rue du Pilori 44490 Le Croisic
conum_156_,44500,44,Loire-Atlantique,Médiathèque Henri Queffelec,181 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac,02 51 10 11 20,http://www.labaule.fr/bibliotheque-henri-queffelec,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.284344,-2.402612,181 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac
conum_157_,44500,44,Loire-Atlantique,Office de Tourisme,8 Place de la Victoire 44500 La Baule-Escoublac,02 40 66 04 50,http://www.labaule-guerande.com,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.287016,-2.391428,Place de la Victoire 44500 La Baule-Escoublac
conum_158_,44500,44,Loire-Atlantique,Pôle emploi,3 BIS Avenue des Noelles 44500 La Baule-Escoublac,02 40 53 50 00,https://www.pole-emploi.fr/annuaire/la-baule-guerande-44016,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.291456,-2.394937,3 bis Avenue des Noëlles 44500 La Baule-Escoublac
conum_159_,44510,44,Loire-Atlantique,Espace jeunes du Pouliguen,4 Rue Paul Lesage 44510 Le Pouliguen,02 40 70 35 22,https://www.annuaire-administration.com/cij/point-information-jeunesse-du-pouliguen-cij-44135-01.html,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,cotisation annuelle : 15€ pour les habitants / 20€ hors-commune,CondP,Espace jeunes à destination des 16-25 ans. Accès libre.,J,NR,,,47.275755,-2.431108,4 Rue Paul Lesage 44510 Le Pouliguen
conum_160_,44520,44,Loire-Atlantique,Bibliothèque La Meilleraye-de-Bretagne,72 Rue des Frères Temple 44520 La Meilleraye-de-Bretagne,02 28 55 99 90,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,Lieu de lecture et d'activités.,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.559804,-1.401778,72 Rue des Fréres Templé 44520 La Meilleraye-de-Bretagne
conum_161_,44520,44,Loire-Atlantique,Blibliothèque Issé,2 Rue du Chêne Piraud 44520 Issé,02 44 73 45 38,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.622337,-1.452621,2 Rue du Chêne Piraud 44520 Issé
conum_162_,44521,44,Loire-Atlantique,Bibliothèque La Forge aux livres,Rue Saint-Jéréme 44521 Couffé,02 44 73 45 60,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.392295,-1.290218,Rue Saint Jérôme 44521 Couffé
conum_163_,44521,44,Loire-Atlantique,Bibliothèque Moisdon-la-rivière,Place de l'église 44520 Moisdon-la-Rivière,02 40 22 50 30,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.621508,-1.372735,Place de l'Eglise 44520 Moisdon-la-Rivière
conum_164_,44522,44,Loire-Atlantique,Bibliothèque Les Milles et Une Pages,Boulevard des Arts/Rue des Arts 44522 Mésanger,09 72 72 39 49,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.43363,-1.232378,Boulevard des Arts 44522 Mésanger
conum_165_,44530,44,Loire-Atlantique,Bibliothèque de Saint Gildas des Bois,17 Rue des Forges 44530 Saint-Gildas-des-Bois,0 810 25 44 10,paysdepontchateau.fr/contacts/bibliotheque-de-st-gildas-des-bois,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.512452,-2.039028,17 Rue des Forges 44530 Saint-Gildas-des-Bois
conum_166_,44530,44,Loire-Atlantique,Maison de service au public,Rue de la Roche Buttée 44530 Guenrouet,02 40 85 46 15,https://www.maisondeservicesaupublic.fr/content/guenrouet-bureau-de-poste,NR,msap.guenrouet@laposte.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.517204,-1.956087,Rue de la Roche Buttée 44530 Guenrouet
conum_167_,44530,44,Loire-Atlantique,Médiathèque de Drefféac,1 Rue des Saules 44530 Drefféac,02 40 85 45 88,www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-dreffeac-2,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.474681,-2.061063,1 Rue des Saules 44530 Drefféac
conum_168_,44530,44,Loire-Atlantique,Médiathèque de Guenrouèt,12 Rue André Caux 44530 Guenrouet,02 40 79 60 14,http://www.guenrouet.fr/la-bibliotheque-intercommunale,NR,NR,NR,NR,NR,NR,gratuit,G,NR,NR,NR,,,47.51975,-1.955241,12 Rue André Caux 44530 Guenrouet
conum_169_,44530,44,Loire-Atlantique,Médiathèque de Sévérac,2 Rue de la Gagnerie 44530 Sévérac,02 40 05 87 28,http://www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-severac-2/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Abonnement 11€ par an,CondP,NR,NR,NR,,,47.54841,-2.077494,2 Rue de la Gagnerie 44530 Sévérac
conum_170_,44530,44,Loire-Atlantique,Mission locale Saint-Gildas-des-bois,17 Rue des Forges 44530 Saint-Gildas-des-Bois,02 28 21 62 20,http://www.cc-paysdepontchateau.fr/contacts/mission-locale-rurale-du-sillon,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.512452,-2.039028,17 Rue des Forges 44530 Saint-Gildas-des-Bois
conum_171_,44530,44,Loire-Atlantique,Relais CAF,4 Rue de la Roche Buttée 44530 Guenrouet,02 40 28 75 53,https://www.maisondeservicesaupublic.fr/content/guenrouet-bureau-de-poste,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.519266,-1.954992,4 Rue de la Roche Buttée 44530 Guenrouet
conum_172_,44540,44,Loire-Atlantique,Bibliothèque Les mots passants,18 Avenue Charles Henri de Cosse Brissac (Saint-Mars-la-Jaille) 44540 Vallons-de-l'Erdre,02 40 28 70 30,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.524988,-1.184543,18 Av C Henri de Cosse Brissac 44540 Vallons-de-l'Erdre
conum_173_,44550,44,Loire-Atlantique,CCAS Montoir-de Bretagne,65 Rue Jean Jaurès 44550 Montoir-de-Bretagne,02 28 04 02 71,http://www.montoirdebretagne.fr/Vivre-ensemble/L-action-sociale,Centre Communale d'Action Sociale,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.32703,-2.15035,65 Rue Jean Jaurès 44550 Montoir-de-Bretagne
conum_174_,44550,44,Loire-Atlantique,Médiathèque Colette,Rue Jean Macé 44550 Saint-Malo-de-Guersac,02 40 07 76 15,http://mediatheque-colette.opac3d.fr/search.php?action=Accueil,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.35317,-2.17959,Rue Jean Macé 44550 Saint-Malo-de-Guersac
conum_175_,44550,44,Loire-Atlantique,Médiathèque municipale Barbara,7 Rue de Berry 44550 Montoir-de-Bretagne,02 28 04 09 34,http://www.mediatheque-montoir.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.32948,-2.15029,7 Rue du Berry 44550 Montoir-de-Bretagne
conum_176_,44550,44,Loire-Atlantique,START'AIR Jeunes,3 Rue Pablo Neruda 44550 Montoir-de-Bretagne,02 40 81 03 33,http://www.startair.fr/montoir-de-bretagne,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.33089,-2.15318,3 Rue Pablo Néruda 44550 Montoir-de-Bretagne
conum_177_,44550,44,Loire-Atlantique,Start'Air Jeunes Saint-Malo-de-Guersac,52 Rue Aristide Briand 44550 Saint-Malo-de-Guersac,02 40 07 79 76,http://www.startair.fr/saint-malo-de-guersac,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Habitant de Saint-Malo-de-Guersac : 7€ par an,CondP,NR,NR,NR,,,47.35308,-2.1751,52 Rue Aristide Briand 44550 Saint-Malo-de-Guersac
conum_178_,44560,44,Loire-Atlantique,Centre socioculturel intercommunal Espace multimédia ACCES CYB,33 Boulevard Dumesnildot 44560 Paimboeuf,02 40 07 24 76,https://www.csc-mireillemoyon.fr/ateliers-de-loisirs/ateliers-tout-public.html,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.286904,-2.031379,33 Boulevard Dumesnildot 44560 Paimbœuf
conum_179_,44570,44,Loire-Atlantique,Cybercentre Trignac,9 Rue Jean Jaurès 44570 Trignac,02 40 55 59 32,http://atlc-cybercentre-trignac.e-monsite.com/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesFormations collectivesAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,12€ l'atelier + 8 € cotisation ATLC,CondP,NR,NR,NR,,,47.32049,-2.18734,9 Rue Jean Jaurès 44570 Trignac
conum_180_,44570,44,Loire-Atlantique,Médiathèque Municipale de Trignac,Rue Émile Combes 44570 Trignac,02 40 02 69 13,http://www.mairie-trignac.fr/contacts/mediatheque-municipale,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,17/06/2020,,47.320775,-2.188465,Rue Emile Combes 44570 Trignac
conum_181_,44570,44,Loire-Atlantique,Pôle emploi Trignac,7 Avenue Barbara 44570 Trignac,02 40 31 73 30,https://www.pole-emploi.fr/annuaire/trignac-44194,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.295935,-2.20609,Avenue Barbara 44570 Trignac
conum_182_,44570,44,Loire-Atlantique,Start'Air Jeunes,Allée des Prunus 44570 Trignac,02 28 25 09 80,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.301595,-2.20116,Allée des Prunus 44570 Trignac
conum_183_,44580,44,Loire-Atlantique,Maison de services au public,15 Rue de la Taillée (Bourgneuf-en-Retz) 44580 Villeneuve-en-Retz,02 40 02 42 15,https://www.maisondeservicesaupublic.fr/content/villeneuve-en-retz-bureau-de-poste,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.042453,-1.954145,15 Rue de la Taillée 44580 Villeneuve-en-Retz
conum_184_,44590,44,Loire-Atlantique,Axetic,45 Rue de Châteaubriant 44590 Sion-les-Mines,02 40 02 43 74,https://www.axetic.fr/contacts,NR,NR,création de site web,NR,NR,NR,NR,NR,NR,NR,NR,,,47.734198,-1.588314,45 Rue de Châteaubriant 44590 Sion-les-Mines
conum_185_,44590,44,Loire-Atlantique,Mairie Saint Vincent des Landes,17 Rue de la Mairie 44590 Saint-Vincent-des-Landes,02 51 78 98 60,http://www.mairie-stvincentdeslandes.fr/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.655409,-1.497669,17 Rue de la Mairie 44590 Saint-Vincent-des-Landes
