Code postal,departement,dep_nom,Nom lieu,Adresse postale,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
44 260,44,Loire-Atlantique,Médiathèque de Bouée,8 Place de l'église 44260 Bouée,47.319318,-1.910064,8 Place de l'Eglise 44260 Bouée,0.94,housenumber,44019_0408_00008,8,Place de l'Eglise,,44260,Bouée,"44, Loire-Atlantique, Pays de la Loire",44019,,,
44 260,44,Loire-Atlantique,Médiathèque de la Chapelle-Launay,1 Rue du Sacré-Coeur 44260 La Chapelle-Launay,47.370807,-1.971237,1 Rue du Sacré-coeur 44260 La Chapelle-Launay,0.94,housenumber,44033_0077_00001,1,Rue du Sacré-coeur,,44260,La Chapelle-Launay,"44, Loire-Atlantique, Pays de la Loire",44033,,,
44 260,44,Loire-Atlantique,Médiathèque de Lavau-sur-Loire,1 BIS Rue de la Mairie 44260 Lavau-sur-Loire,47.306235,-1.967544,1 bis Rue de la Mairie 44260 Lavau-sur-Loire,0.94,housenumber,44080_0040_00001_bis,1 bis,Rue de la Mairie,,44260,Lavau-sur-Loire,"44, Loire-Atlantique, Pays de la Loire",44080,,,
44 260,44,Loire-Atlantique,Médiathèque de Malville,8 Place de l'église 44260 Malville,47.360577,-1.863804,8 Place de l'Eglise 44260 Malville,0.94,housenumber,44089_1410_00008,8,Place de l'Eglise,,44260,Malville,"44, Loire-Atlantique, Pays de la Loire",44089,,,
44 260,44,Loire-Atlantique,Médiathèque de Prinquiau,16 Rue de l'église 44260 Prinquiau,47.362372,-2.009906,16 Rue de l'Eglise 44260 Prinquiau,0.94,housenumber,44137_0182_00016,16,Rue de l'Eglise,,44260,Prinquiau,"44, Loire-Atlantique, Pays de la Loire",44137,,,
44 260,44,Loire-Atlantique,Médiathèque de Savenay,Place de l'Hôtel de Ville 44260 Savenay,47.359596,-1.943312,Place de l'Hôtel de Ville 44260 Savenay,0.95,street,44195_0660,,Place de l'Hôtel de Ville,,44260,Savenay,"44, Loire-Atlantique, Pays de la Loire",44195,,,
44 260,44,Loire-Atlantique,Relais CAF,3 Rue des Mésanges 44260 Savenay,47.360328,-1.938762,3 Rue des Mésanges 44260 Savenay,0.95,housenumber,44195_1020_00003,3,Rue des Mésanges,,44260,Savenay,"44, Loire-Atlantique, Pays de la Loire",44195,,,
44 270,44,Loire-Atlantique,Bibliothèque de Machecoul Saint-Meme La Virgule,7 Rue des Bouchers (Machecoul) 44270 Machecoul-Saint-Mème,46.992051,-1.820298,7 Rue des Bouchers 44270 Machecoul-Saint-Même,0.78,housenumber,44087_0200_00007,7,Rue des Bouchers,,44270,Machecoul-Saint-Même,"44, Loire-Atlantique, Pays de la Loire",44087,44087,Machecoul,
44 270,44,Loire-Atlantique,CPAM Machecoul,16 Rue Alexandre Riou (Machecoul) 44270 Machecoul-Saint-Mème,46.993278,-1.818278,16 Rue Alexandre Riou 44270 Machecoul-Saint-Même,0.79,housenumber,44087_0020_00016,16,Rue Alexandre Riou,,44270,Machecoul-Saint-Même,"44, Loire-Atlantique, Pays de la Loire",44087,44087,Machecoul,
44 270,44,Loire-Atlantique,Espace départemental des solidarités ,Boulevard des Prises (Machecoul) 44270 Machecoul-Saint-Mème,46.995696,-1.815941,Boulevard des Prises 44270 Machecoul-Saint-Même,0.79,street,44087_1480,,Boulevard des Prises,,44270,Machecoul-Saint-Même,"44, Loire-Atlantique, Pays de la Loire",44087,44087,Machecoul,
44 270,44,Loire-Atlantique,Mairie Machecoul,5 Place de l'Auditoire (Machecoul) 44270 Machecoul-Saint-Mème,46.992397,-1.817506,5 Place de l'Auditoire 44270 Machecoul-Saint-Même,0.79,housenumber,44087_0080_00005,5,Place de l'Auditoire,,44270,Machecoul-Saint-Même,"44, Loire-Atlantique, Pays de la Loire",44087,44087,Machecoul,
44 270,44,Loire-Atlantique,Pôle Emploi Machecoul,19 Rue Marcel Brunelière (Machecoul) 44270 Machecoul-Saint-Mème,46.986249,-1.812922,19 Rue Marcel Brunelière 44270 Machecoul-Saint-Même,0.8,housenumber,44087_1059_00019,19,Rue Marcel Brunelière,,44270,Machecoul-Saint-Même,"44, Loire-Atlantique, Pays de la Loire",44087,44087,Machecoul,
44 290,44,Loire-Atlantique,Bibliothèque de Conquereuil,Place de l'église 44290 Conquereuil,47.624605,-1.751116,Place de l'Eglise 44290 Conquereuil,0.94,street,44044_0018,,Place de l'Eglise,,44290,Conquereuil,"44, Loire-Atlantique, Pays de la Loire",44044,,,
44 290,44,Loire-Atlantique,Bibliothèque de Masserac,1 Rue Saint-Benoit 44290 Massérac,47.673075,-1.916476,1 Rue Saint Benoit 44290 Massérac,0.94,housenumber,44092_0450_00001,1,Rue Saint Benoit,,44290,Massérac,"44, Loire-Atlantique, Pays de la Loire",44092,,,
44 290,44,Loire-Atlantique,Médiathèque Marcelle Maurette,5 Rue Saint-Jean 44290 Guémené-Penfao,47.627881,-1.833236,5 Rue Saint Jean 44290 Guémené-Penfao,0.95,housenumber,44067_0404_00005,5,Rue Saint Jean,,44290,Guémené-Penfao,"44, Loire-Atlantique, Pays de la Loire",44067,,,
44 290,44,Loire-Atlantique,Point d'accueil CPAM Guémené-Penfao,2 Rue de Besle 44290 Guémené-Penfao,47.628763,-1.833911,2 Rue de Beslé 44290 Guémené-Penfao,0.95,housenumber,44067_0020_00002,2,Rue de Beslé,,44290,Guémené-Penfao,"44, Loire-Atlantique, Pays de la Loire",44067,,,
44 300,44,Loire-Atlantique,Alis 44,60 Rue de la Bottière 44300 Nantes,47.239147,-1.519944,60 Rue de la Bottière 44300 Nantes,0.96,housenumber,44109_1072_00060,60,Rue de la Bottière,,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
44 300,44,Loire-Atlantique,Association Culturelle Musulmane Nantes Nord,3 rue Eugène Thomas 44300 Nantes,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes,0.96,housenumber,44109_2975_00003,3,Rue Eugène Thomas,,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
44 300,44,Loire-Atlantique,L'EclectiC,3 Rue Eugène Thomas 44300 Nantes,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes,0.96,housenumber,44109_2975_00003,3,Rue Eugène Thomas,,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
44 300,44,Loire-Atlantique,Maison de l'emploi Espace Nord,81 Rue des Renards 44300 Nantes,47.259021,-1.568023,81 Rue des Renards 44300 Nantes,0.96,housenumber,44109_7215_00081,81,Rue des Renards,,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
44 300,44,Loire-Atlantique,Maison de l'emploi Est,9 Rue Augustin Fresnel 44300 Nantes,47.241731,-1.523723,9 Rue Augustin Fresnel 44300 Nantes,0.96,housenumber,44109_0459_00009,9,Rue Augustin Fresnel,,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
44 300,44,Loire-Atlantique,"Maison de quartier La Mano
",3 Rue Eugène Thomas 44300 Nantes,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes,0.96,housenumber,44109_2975_00003,3,Rue Eugène Thomas,,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
44 300,44,Loire-Atlantique,"Médiathèque Luce Courville
",1 Rue Eugène Thomas 44300 Nantes,47.261657,-1.574051,1 Rue Eugène Thomas 44300 Nantes,0.96,housenumber,44109_2975_00001,1,Rue Eugène Thomas,,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
44 300,44,Loire-Atlantique,Point d'accès au droit,3 Rue Eugène Thomas 44300 Nantes,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes,0.96,housenumber,44109_2975_00003,3,Rue Eugène Thomas,,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
44 300,44,Loire-Atlantique,Pôle emploi Nantes,50 Boulevard Albert Einstein 44300 Nantes,47.263329,-1.568553,50 Boulevard Albert Einstein 44300 Nantes,0.96,housenumber,44109_0083_00050,50,Boulevard Albert Einstein,,44300,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,
44 310,44,Loire-Atlantique,Cybercentre de Saint-Philbert-de-Grandlieu - ERN,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,47.038969,-1.640966,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,0.95,housenumber,44188_0010_00012,12,Rue de l'Abreuvoir,,44310,Saint-Philbert-de-Grand-Lieu,"44, Loire-Atlantique, Pays de la Loire",44188,,,
44 310,44,Loire-Atlantique,Cybercentre St-Philibert de Grand Lieu,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,47.038969,-1.640966,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,0.95,housenumber,44188_0010_00012,12,Rue de l'Abreuvoir,,44310,Saint-Philbert-de-Grand-Lieu,"44, Loire-Atlantique, Pays de la Loire",44188,,,
44 310,44,Loire-Atlantique,Espace Jean de la Fontaine,10 Rue Charles de Gaulle 44310 La Limouzinière,46.992321,-1.597142,10 Rue Charles de Gaulle 44310 La Limouzinière,0.94,housenumber,44083_0850_00010,10,Rue Charles de Gaulle,,44310,La Limouzinière,"44, Loire-Atlantique, Pays de la Loire",44083,,,
44 310,44,Loire-Atlantique,Point Numérique CAF,24 Rue de l'Hôtel de Ville 44310 Saint-Philbert-de-Grand-Lieu,47.037599,-1.642116,24 Rue de l'Hôtel de Ville 44310 Saint-Philbert-de-Grand-Lieu,0.95,housenumber,44188_0210_00024,24,Rue de l'Hôtel de Ville,,44310,Saint-Philbert-de-Grand-Lieu,"44, Loire-Atlantique, Pays de la Loire",44188,,,
44 320,44,Loire-Atlantique,Médiathèque - au bonheur des mots,7 Allée du Théâtre 44320 Chauvé,47.150664,-1.986067,7 Allée du Théatre 44320 Chauvé,0.94,housenumber,44038_0190_00007,7,Allée du Théatre,,44320,Chauvé,"44, Loire-Atlantique, Pays de la Loire",44038,,,
44 330,44,Loire-Atlantique,Médiathèque Mille et une pages,16 Rue émile Gabory 44330 Vallet,47.16211,-1.268697,16 Rue Emile Gabory 44330 Vallet,0.95,housenumber,44212_0500_00016,16,Rue Emile Gabory,,44330,Vallet,"44, Loire-Atlantique, Pays de la Loire",44212,,,
44 340,44,Loire-Atlantique,Cybercentre de Bouguenais,33 Avenue du Général de Gaulle 44340 Bouguenais,47.177925,-1.618644,33 Avenue du Général de Gaulle 44340 Bouguenais,0.95,housenumber,44020_1620_00033,33,Avenue du Général de Gaulle,,44340,Bouguenais,"44, Loire-Atlantique, Pays de la Loire",44020,,,
44 350,44,Loire-Atlantique,Cybercentre de la ville de Guérande,2 avenue Anne De Bretagne 44350 Guérande,47.331426,-2.427557,2 Avenue Anne de Bretagne 44350 Guérande,0.95,housenumber,44069_0043_00002,2,Avenue Anne de Bretagne,,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,
44 350,44,Loire-Atlantique,Mission locale de la Presque île Guérandaise,2 Rue Louis léon 44350 Guérande,47.337506,-2.433484,2 Rue Louis Eon 44350 Guérande,0.86,housenumber,44069_1255_00002,2,Rue Louis Eon,,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,
44 350,44,Loire-Atlantique,Relais CAF,1 Impasse Anne de Bretagne 44350 Guérande,47.331463,-2.426866,Impasse Anne de Bretagne 44350 Guérande,0.91,street,44069_0045,,Impasse Anne de Bretagne,,44350,Guérande,"44, Loire-Atlantique, Pays de la Loire",44069,,,
44 360,44,Loire-Atlantique,Bibliothèque de Saint-Etienne de Montluc,3 Rue de la Paix 44360 Saint-étienne-de-Montluc,47.275267,-1.781321,3 Rue de la Paix 44360 Saint-Étienne-de-Montluc,0.95,housenumber,44158_1280_00003,3,Rue de la Paix,,44360,Saint-Étienne-de-Montluc,"44, Loire-Atlantique, Pays de la Loire",44158,,,
44 360,44,Loire-Atlantique,Club informatique Micromédia,2 Avenue des Quatre Vents 44360 Cordemais,47.290599,-1.877944,2 Avenue des 4 Vents 44360 Cordemais,0.75,housenumber,44045_0165_00002,2,Avenue des 4 Vents,,44360,Cordemais,"44, Loire-Atlantique, Pays de la Loire",44045,,,
44 360,44,Loire-Atlantique,Médiathèque Jacques Fairand,2 Avenue des Quatre Vents 44360 Cordemais,47.290599,-1.877944,2 Avenue des 4 Vents 44360 Cordemais,0.75,housenumber,44045_0165_00002,2,Avenue des 4 Vents,,44360,Cordemais,"44, Loire-Atlantique, Pays de la Loire",44045,,,
44 370,44,Loire-Atlantique,Bibliothèque L'école buissonnière,Square des Mésanges (Varades) 44370 Loireauxence,47.389537,-1.027869,Square des Mésanges 44370 Loireauxence,0.79,street,44213_0099,,Square des Mésanges,,44370,Loireauxence,"44, Loire-Atlantique, Pays de la Loire",44213,44213,Varades,
44 370,44,Loire-Atlantique,Pôle Santé Social de Loire Auxence,182 Rue du Mal Foch (Varades) 44370 Loireauxence,47.385893,-1.032294,182 Rue du Maréchal Foch 44370 Loireauxence,0.74,housenumber,44213_0097_00182,182,Rue du Maréchal Foch,,44370,Loireauxence,"44, Loire-Atlantique, Pays de la Loire",44213,44213,Varades,
44 380,44,Loire-Atlantique,CCAS Pornichet,115 Avenue du Général de Gaulle 44380 Pornichet,47.26296,-2.33985,115 Avenue du Général de Gaulle 44380 Pornichet,0.95,housenumber,44132_0550_00115,115,Avenue du Général de Gaulle,,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,
44 380,44,Loire-Atlantique,Médiathèque Jacques Lambert,Avenue de la Mer 44380 Pornichet,47.24285,-2.3102,Avenue de la Mer 44380 Pornichet,0.95,street,44132_0870,,Avenue de la Mer,,44380,Pornichet,"44, Loire-Atlantique, Pays de la Loire",44132,,,
44 390,44,Loire-Atlantique,Bibliothèque de Puceul,1 Route des Gremets 44390 Puceul,47.521916,-1.617678,1 Route des Gremets 44390 Puceul,0.94,housenumber,44138_0027_00001,1,Route des Gremets,,44390,Puceul,"44, Loire-Atlantique, Pays de la Loire",44138,,,
44 390,44,Loire-Atlantique,Bibliothèque de Saffré,Avenue du Château 44390 Saffré,47.501262,-1.578929,Avenue du Château 44390 Saffré,0.94,street,44149_0048,,Avenue du Château,,44390,Saffré,"44, Loire-Atlantique, Pays de la Loire",44149,,,
44 390,44,Loire-Atlantique,Maison de l'emploi ,2 BIS Place du Champ de Foire 44390 Nort-sur-Erdre,47.43656,-1.500552,2 bis Place du Champ de Foire 44390 Nort-sur-Erdre,0.95,housenumber,44110_0120_00002_bis,2 bis,Place du Champ de Foire,,44390,Nort-sur-Erdre,"44, Loire-Atlantique, Pays de la Loire",44110,,,
44 390,44,Loire-Atlantique,Médiathèque Nort-sur-Erdre,35 Rue du Général Leclerc 44390 Nort-sur-Erdre,47.43837,-1.499583,35 Rue du Général Leclerc 44390 Nort-sur-Erdre,0.95,housenumber,44110_0300_00035,35,Rue du Général Leclerc,,44390,Nort-sur-Erdre,"44, Loire-Atlantique, Pays de la Loire",44110,,,
44 400,44,Loire-Atlantique,Centre Information Jeunesse,19 Avenue de la Vendée 44400 Rezé,47.185012,-1.559797,Avenue de la Vendée 44400 Rezé,0.87,street,44143_3640,,Avenue de la Vendée,,44400,Rezé,"44, Loire-Atlantique, Pays de la Loire",44143,,,
44 400,44,Loire-Atlantique,CSC Ragon,9 rue du vivier 44400 REZE,47.165039,-1.541655,9 Rue du Vivier 44400 Rezé,0.96,housenumber,44143_3730_00009,9,Rue du Vivier,,44400,Rezé,"44, Loire-Atlantique, Pays de la Loire",44143,,,
44 400,44,Loire-Atlantique,CSC Ragon,"9 rue du vivier

44400 REZE",47.165039,-1.541655,9 Rue du Vivier 44400 Rezé,0.96,housenumber,44143_3730_00009,9,Rue du Vivier,,44400,Rezé,"44, Loire-Atlantique, Pays de la Loire",44143,,,
44 400,44,Loire-Atlantique,Maison de l'emploi Rezé Pont Rousseau,8 Rue Jean Baptiste Vigier 44400 Rezé,47.191074,-1.546194,8 Rue Jean Baptiste Vigier 44400 Rezé,0.96,housenumber,44143_1920_00008,8,Rue Jean Baptiste Vigier,,44400,Rezé,"44, Loire-Atlantique, Pays de la Loire",44143,,,
44 400,44,Loire-Atlantique,Nâga,17 Chemin Fontaine Launay 44400 Rezé,47.187256,-1.547823,Chemin Fontaine Launay 44400 Rezé,0.88,street,44143_1329,,Chemin Fontaine Launay,,44400,Rezé,"44, Loire-Atlantique, Pays de la Loire",44143,,,
44 400,44,Loire-Atlantique,Centre socio culturel de Ragon,9  rue du vivier 44400,47.165039,-1.541655,9 Rue du Vivier 44400 Rezé,0.96,housenumber,44143_3730_00009,9,Rue du Vivier,,44400,Rezé,"44, Loire-Atlantique, Pays de la Loire",44143,,,
44 410,44,Loire-Atlantique,Bibliothèque Le Pré aux Livres,14 Rue de la Fontaine 44410 Assérac,47.430692,-2.392121,14 Rue de la Fontaine 44410 Assérac,0.94,housenumber,44006_0320_00014,14,Rue de la Fontaine,,44410,Assérac,"44, Loire-Atlantique, Pays de la Loire",44006,,,
44 410,44,Loire-Atlantique,CCAS,16 Rue de la Brière 44410 La Chapelle-des-Marais,47.44668,-2.24293,16 Rue de la Brière 44410 La Chapelle-des-Marais,0.95,housenumber,44030_0120_00016,16,Rue de la Brière,,44410,La Chapelle-des-Marais,"44, Loire-Atlantique, Pays de la Loire",44030,,,
44 410,44,Loire-Atlantique,CCAS d'Herbignac,1 Avenue de la Monneraye 44410 Herbignac,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac,0.95,housenumber,44072_xsxqxt_00001,1,Avenue de la Monneraye,,44410,Herbignac,"44, Loire-Atlantique, Pays de la Loire",44072,,,
44 410,44,Loire-Atlantique,Mairie Point Emploi,1 Avenue de la Monneraye 44410 Herbignac,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac,0.95,housenumber,44072_xsxqxt_00001,1,Avenue de la Monneraye,,44410,Herbignac,"44, Loire-Atlantique, Pays de la Loire",44072,,,
44 410,44,Loire-Atlantique,Maison de services au public,2 Rue de la Brière 44410 Saint-Lyphard,47.397759,-2.305512,Rue de la Brière 44410 Saint-Lyphard,0.9,street,44175_0100,,Rue de la Brière,,44410,Saint-Lyphard,"44, Loire-Atlantique, Pays de la Loire",44175,,,
44 410,44,Loire-Atlantique,Maison de services au public (bureau de poste) Saint-Lyphard,2 Rue de la Brière 44410 Saint-Lyphard,47.397759,-2.305512,Rue de la Brière 44410 Saint-Lyphard,0.9,street,44175_0100,,Rue de la Brière,,44410,Saint-Lyphard,"44, Loire-Atlantique, Pays de la Loire",44175,,,
44 410,44,Loire-Atlantique,Médiathèque Gaston Leroux,Rue de Penlys 44410 La Chapelle-des-Marais,47.44742,-2.24065,Rue de Penlys 44410 La Chapelle-des-Marais,0.95,street,44030_0680,,Rue de Penlys,,44410,La Chapelle-des-Marais,"44, Loire-Atlantique, Pays de la Loire",44030,,,
44 410,44,Loire-Atlantique,Relaie CAF,1 Avenue de la Monneraye 44410 Herbignac,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac,0.95,housenumber,44072_xsxqxt_00001,1,Avenue de la Monneraye,,44410,Herbignac,"44, Loire-Atlantique, Pays de la Loire",44072,,,
44 410,44,Loire-Atlantique,Relais CAF,2 Rue de la Brière 44410 Saint-Lyphard,47.397759,-2.305512,Rue de la Brière 44410 Saint-Lyphard,0.9,street,44175_0100,,Rue de la Brière,,44410,Saint-Lyphard,"44, Loire-Atlantique, Pays de la Loire",44175,,,
44 420,44,Loire-Atlantique,Association des Demandeurs d'Emploi du Pays Blanc,Place du Marche 44420 La Turballe,47.349181,-2.512969,Espace Garlahy - Place Marché 44420 La Turballe,0.6,street,44211_aynqg2,,Espace Garlahy - Place Marché,,44420,La Turballe,"44, Loire-Atlantique, Pays de la Loire",44211,,,
44 420,44,Loire-Atlantique,Bibliotheque Anita Conti,Place du Marche 44420 La Turballe,47.349181,-2.512969,Espace Garlahy - Place Marché 44420 La Turballe,0.6,street,44211_aynqg2,,Espace Garlahy - Place Marché,,44420,La Turballe,"44, Loire-Atlantique, Pays de la Loire",44211,,,
44 420,44,Loire-Atlantique,Office de Tourisme,Place de l'Orée du Bois 44420 Mesquer,47.40621,-2.483343,Place de l'Orée du Bois 44420 Mesquer,0.94,street,44097_0060,,Place de l'Orée du Bois,,44420,Mesquer,"44, Loire-Atlantique, Pays de la Loire",44097,,,
44 430,44,Loire-Atlantique,Comme un roman,2 BIS Rue Saint-Vincent 44430 Le Landreau,47.203519,-1.306027,2 bis Rue Saint-vincent 44430 Le Landreau,0.94,housenumber,44079_0185_00002_bis,2 bis,Rue Saint-vincent,,44430,Le Landreau,"44, Loire-Atlantique, Pays de la Loire",44079,,,
44 430,44,Loire-Atlantique,Les Quatres Vents,4 Rue du Jeu de Paume 44430 Le Loroux-Bottereau,47.238526,-1.349373,4 Rue du Jeu de Paume 44430 Le Loroux-Bottereau,0.95,housenumber,44084_0420_00004,4,Rue du Jeu de Paume,,44430,Le Loroux-Bottereau,"44, Loire-Atlantique, Pays de la Loire",44084,,,
44 440,44,Loire-Atlantique,Bibliothèque L'orange bleue,Rue des Chênes 44440 Riaillé,47.517764,-1.300921,Rue des Chênes 44440 Riaillé,0.94,street,44144_0370,,Rue des Chênes,,44440,Riaillé,"44, Loire-Atlantique, Pays de la Loire",44144,,,
44 440,44,Loire-Atlantique,La Maison de services au public du SIVOM de Riaillé (Joué sur Erdre,182 Rue du Cèdre 44440 Riaillé,47.517779,-1.294659,182 Rue du Cèdre 44440 Riaillé,0.94,housenumber,44144_0190_00182,182,Rue du Cèdre,,44440,Riaillé,"44, Loire-Atlantique, Pays de la Loire",44144,,,
44 440,44,Loire-Atlantique,Maison de Services au Public SIVOM du canton de Riaillé,182 Rue du Cèdre 44440 Riaillé,47.517779,-1.294659,182 Rue du Cèdre 44440 Riaillé,0.94,housenumber,44144_0190_00182,182,Rue du Cèdre,,44440,Riaillé,"44, Loire-Atlantique, Pays de la Loire",44144,,,
44 440,44,Loire-Atlantique,Maison des Services au Public du secteur de Riaillé,182 Rue du Cèdre 44440 Riaillé,47.517779,-1.294659,182 Rue du Cèdre 44440 Riaillé,0.94,housenumber,44144_0190_00182,182,Rue du Cèdre,,44440,Riaillé,"44, Loire-Atlantique, Pays de la Loire",44144,,,
44 450,44,Loire-Atlantique,Centre socio-culturel loire divatte,2 Route Félix Praud 44450 Saint-Julien-de-Concelles,47.257174,-1.385145,2 Rue Felix Praud 44450 Saint-Julien-de-Concelles,0.84,housenumber,44169_0171_00002,2,Rue Felix Praud,,44450,Saint-Julien-de-Concelles,"44, Loire-Atlantique, Pays de la Loire",44169,,,
44 450,44,Loire-Atlantique,Le Passe Muraille,5 Rue des Heurthauds 44450 Saint-Julien-de-Concelles,47.252977,-1.386508,5 Rue des Heurthauds 44450 Saint-Julien-de-Concelles,0.95,housenumber,44169_0200_00005,5,Rue des Heurthauds,,44450,Saint-Julien-de-Concelles,"44, Loire-Atlantique, Pays de la Loire",44169,,,
44 450,44,Loire-Atlantique,Médiathèque Divatte-sur-Loire,LE CALVAIRE (Barbechat) 44450 Divatte-sur-Loire,47.275057,-1.281659,Le Calvaire 44450 Divatte-sur-Loire,0.74,street,44029_7zwxdz,,Le Calvaire,,44450,Divatte-sur-Loire,"44, Loire-Atlantique, Pays de la Loire",44029,44008,Barbechat,
44 460,44,Loire-Atlantique,Médiathèque d'Avessac,Rue de Plessé 44460 Avessac,47.65382,-1.988367,Rue de Plessé 44460 Avessac,0.94,street,44007_0166,,Rue de Plessé,,44460,Avessac,"44, Loire-Atlantique, Pays de la Loire",44007,,,
44 460,44,Loire-Atlantique,Médiathèque Saint Nicolas de Redon,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon,47.644166,-2.07093,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon,0.94,housenumber,44185_0740_00002,2,Rue de Tabago,,44460,Saint-Nicolas-de-Redon,"44, Loire-Atlantique, Pays de la Loire",44185,,,
44 480,44,Loire-Atlantique,Médiathèque Jules Verne,13 Rue René Laennec 44480 Donges,47.31913,-2.07477,13 Rue René Laënnec 44480 Donges,0.95,housenumber,44052_0600_00013,13,Rue René Laënnec,,44480,Donges,"44, Loire-Atlantique, Pays de la Loire",44052,,,
44 490,44,Loire-Atlantique,CCAS Le Croisic,3 Rue de la Duchesse Anne 44490 Le Croisic,47.294262,-2.513663,3 Rue de la Duchesse Anne 44490 Le Croisic,0.95,housenumber,44049_u8e1x3_00003,3,Rue de la Duchesse Anne,,44490,Le Croisic,"44, Loire-Atlantique, Pays de la Loire",44049,,,
44 490,44,Loire-Atlantique,Office de Tourisme,6 Rue du Pilori 44490 Le Croisic,47.2938,-2.510971,6 Rue du Pilori 44490 Le Croisic,0.95,housenumber,44049_8nhoyi_00006,6,Rue du Pilori,,44490,Le Croisic,"44, Loire-Atlantique, Pays de la Loire",44049,,,
44 500,44,Loire-Atlantique,Médiathèque Henri Queffelec,181 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac,47.284344,-2.402612,181 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac,0.95,housenumber,44055_2290_00181,181,Avenue du Maréchal de Lattre de Tassigny,,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,
44 500,44,Loire-Atlantique,Office de Tourisme,8 Place de la Victoire 44500 La Baule-Escoublac,47.287084,-2.391093,Place de la Victoire 44500 La Baule-Escoublac,0.91,street,44055_3710,,Place de la Victoire,,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,
44 500,44,Loire-Atlantique,Pôle emploi,3 BIS Avenue des Noelles 44500 La Baule-Escoublac,47.291456,-2.394937,3 bis Avenue des Noëlles 44500 La Baule-Escoublac,0.95,housenumber,44055_2625_00003_bis,3 bis,Avenue des Noëlles,,44500,La Baule-Escoublac,"44, Loire-Atlantique, Pays de la Loire",44055,,,
44 510,44,Loire-Atlantique,Espace jeunes du Pouliguen,4 Rue Paul Lesage 44510 Le Pouliguen,47.275755,-2.431108,4 Rue Paul Lesage 44510 Le Pouliguen,0.95,housenumber,44135_0894_00004,4,Rue Paul Lesage,,44510,Le Pouliguen,"44, Loire-Atlantique, Pays de la Loire",44135,,,
44 520,44,Loire-Atlantique,Bibliothèque La Meilleraye-de-Bretagne,72 Rue des Frères Temple 44520 La Meilleraye-de-Bretagne,47.559804,-1.401778,72 Rue des Fréres Templé 44520 La Meilleraye-de-Bretagne,0.94,housenumber,44095_0065_00072,72,Rue des Fréres Templé,,44520,La Meilleraye-de-Bretagne,"44, Loire-Atlantique, Pays de la Loire",44095,,,
44 520,44,Loire-Atlantique,Blibliothèque Issé,2 Rue du Chêne Piraud 44520 Issé,47.622337,-1.452621,2 Rue du Chêne Piraud 44520 Issé,0.94,housenumber,44075_0341_00002,2,Rue du Chêne Piraud,,44520,Issé,"44, Loire-Atlantique, Pays de la Loire",44075,,,
44 521,44,Loire-Atlantique,Bibliothèque La Forge aux livres,Rue Saint-Jéréme 44521 Couffé,47.391734,-1.291258,Rue Saint Jérôme 44521 Couffé,0.82,street,44048_0095,,Rue Saint Jérôme,,44521,Couffé,"44, Loire-Atlantique, Pays de la Loire",44048,,,
44 521,44,Loire-Atlantique,Bibliothèque Moisdon-la-rivière,Place de l'église 44520 Moisdon-la-Rivière,47.621826,-1.372513,Place de l'Eglise 44520 Moisdon-la-Rivière,0.94,street,44099_0080,,Place de l'Eglise,,44520,Moisdon-la-Rivière,"44, Loire-Atlantique, Pays de la Loire",44099,,,
