conum_id,Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo,lat,lon,result_label
conum_104_,44 300,44,Loire-Atlantique,Alis 44,60 Rue de la Bottière 44300 Nantes,02 40 88 90 01,http://www.alis44.org/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.239147,-1.519944,60 Rue de la Bottière 44300 Nantes
conum_105_,44 300,44,Loire-Atlantique,Association Culturelle Musulmane Nantes Nord,3 rue Eugène Thomas 44300 Nantes,NR,http://www.acmnn.fr/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes
conum_106_,44 300,44,Loire-Atlantique,L'EclectiC,3 Rue Eugène Thomas 44300 Nantes,NR,https://fr-fr.facebook.com/leclectic.leolagrange,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes
conum_107_,44 300,44,Loire-Atlantique,Maison de l'emploi Espace Nord,81 Rue des Renards 44300 Nantes,NR,NR,NR,NR,Réaliser CV et lettres de motivations,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.259021,-1.568023,81 Rue des Renards 44300 Nantes
conum_108_,44 300,44,Loire-Atlantique,Maison de l'emploi Est,9 Rue Augustin Fresnel 44300 Nantes,0970 210 889,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,43953,,47.241731,-1.523723,9 Rue Augustin Fresnel 44300 Nantes
conum_109_,44 300,44,Loire-Atlantique,Maison de quartier La Mano,3 Rue Eugène Thomas 44300 Nantes,NR,https://www.nantes.fr/home/a-votre-service/equipements/maison-de-quartier/maison-de-quartier-la-mano.html,NR,NR,Le bénévole (écrivain public) aide à toute sorte de démarches administratives rédactions de courriers. Accompagnement administratif et numérique. Atlier initiation à l'informatique,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes
conum_110_,44 300,44,Loire-Atlantique,Médiathèque Luce Courville,1 Rue Eugène Thomas 44300 Nantes,02 40 33 82 76,https://bm.nantes.fr/home/pratique/adresses-et-horaires-1/mediatheque-luce-courville.html,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.261657,-1.574051,1 Rue Eugène Thomas 44300 Nantes
conum_111_,44 300,44,Loire-Atlantique,Point d'accès au droit,3 Rue Eugène Thomas 44300 Nantes,02 40 97 85 92,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,Le Centre Socioculturel du Bout des pavés reçoit dans l’espace numérique dédié aux jeunes.,J,NR,,,47.261627,-1.573637,3 Rue Eugène Thomas 44300 Nantes
conum_112_,44 300,44,Loire-Atlantique,Pôle emploi Nantes,50 Boulevard Albert Einstein 44300 Nantes,NR,https://www.pole-emploi.fr/accueil/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesAccompagnements individuelsAutonomie,In-FoIn-AcIn-Au,NR,NR,Parents et enfants,Ej-Af,NR,,,47.263329,-1.568553,50 Boulevard Albert Einstein 44300 Nantes
conum_113_,44 310,44,Loire-Atlantique,Cybercentre de Saint-Philbert-de-Grandlieu - ERN,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,NR,https://www.stphilbert.fr/cybercentre/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesAccompagnements individuelsAutonomie,In-FoIn-AcIn-Au,NR,NR,NR,NR,NR,43953,,47.038969,-1.640966,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu
conum_114_,44 310,44,Loire-Atlantique,Cybercentre St-Philibert de Grand Lieu,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu,02 40 97 35 23,https://www.stphilbert.fr/cybercentre/,NR,cybercentre@stphilbert.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesAccompagnements individuelsAutonomie,In-FoIn-AcIn-Au,Payant à coût solidaire,CondP,Adultes-Personnes âgées,Af-S,NR,43953,,47.038969,-1.640966,12 Rue de l'Abreuvoir 44310 Saint-Philbert-de-Grand-Lieu
conum_115_,44 310,44,Loire-Atlantique,Espace Jean de la Fontaine,10 Rue Charles de Gaulle 44310 La Limouzinière,02 40 36 87 76,https://www.mairie-la-limouziniere.com/culture-et-loisirs/espace-jean-de-la-fontaine/,NR,NR,NR,NR,NR,NR,13€ /famille/an,CondP,NR,NR,NR,,,46.992321,-1.597142,10 Rue Charles de Gaulle 44310 La Limouzinière
conum_116_,44 310,44,Loire-Atlantique,Point Numérique CAF,24 Rue de l'Hôtel de Ville 44310 Saint-Philbert-de-Grand-Lieu,02 40 36 50 00,http://www.stphilbert.fr/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.037599,-1.642116,24 Rue de l'Hôtel de Ville 44310 Saint-Philbert-de-Grand-Lieu
conum_117_,44 320,44,Loire-Atlantique,Médiathèque - au bonheur des mots,7 Allée du Théâtre 44320 Chauvé,02 40 33 37 93,http://www.chauve.fr/la.mediatheque-municipale-au-bonheur-des-mots/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.150664,-1.986067,7 Allée du Théatre 44320 Chauvé
conum_118_,44 330,44,Loire-Atlantique,Médiathèque Mille et une pages,16 Rue émile Gabory 44330 Vallet,02 47 65 24 12,bibliotheques.cc-vallet.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.16211,-1.268697,16 Rue Emile Gabory 44330 Vallet
conum_119_,44 340,44,Loire-Atlantique,Cybercentre de Bouguenais,33 Avenue du Général de Gaulle 44340 Bouguenais,02 47 64 41 66,http://cybercentrebouguenais.blogspot.com/,NR,cyber.animateur@yahoo.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesAccompagnements individuelsAutonomie,In-FoIn-AcIn-Au,gratuit,G,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,NR,,,47.177925,-1.618644,33 Avenue du Général de Gaulle 44340 Bouguenais
conum_120_,44 350,44,Loire-Atlantique,Cybercentre de la ville de Guérande,2 avenue Anne De Bretagne 44350 Guérande,02 40 91 01 31,https://www.ville-guerande.fr/pratique-vos-demarches/culture/centre-culturel-athanor/cybercentre,NR,cybercentre@ville-guerande.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesFormations collectivesAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,NR,,,47.331426,-2.427557,2 Avenue Anne de Bretagne 44350 Guérande
conum_121_,44 350,44,Loire-Atlantique,Mission locale de la Presque île Guérandaise,2 Rue Louis léon 44350 Guérande,02 28 56 79 00,http://mlpresquileguerandaise.com,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.337506,-2.433484,2 Rue Louis Eon 44350 Guérande
conum_122_,44 350,44,Loire-Atlantique,Relais CAF,1 Impasse Anne de Bretagne 44350 Guérande,02 40 23 00 70,https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-d-agglomeration-cap-atlantique/caf-relais-de-la-presqu-ile-guerandaise-fr-p2_638493,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.331463,-2.426866,Impasse Anne de Bretagne 44350 Guérande
conum_123_,44 360,44,Loire-Atlantique,Bibliothèque de Saint-Etienne de Montluc,3 Rue de la Paix 44360 Saint-étienne-de-Montluc,02 40 24 18 81,bibliotheque.st-etienne-montluc.net,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Commune: 7€30 par an ( + 18 ans) Hors commune: 13€40 (+ 18 ans),CondP,NR,NR,NR,,,47.275267,-1.781321,3 Rue de la Paix 44360 Saint-Étienne-de-Montluc
conum_124_,44 360,44,Loire-Atlantique,Club informatique Micromédia,2 Avenue des Quatre Vents 44360 Cordemais,02 40 24 34 44,https://micromedia-cordemais.jimdofree.com/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesFormations collectivesAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,50€ pour le reste du public,CondP,NR,NR,NR,,,47.290599,-1.877944,2 Avenue des 4 Vents 44360 Cordemais
conum_125_,44 360,44,Loire-Atlantique,Médiathèque Jacques Fairand,2 Avenue des Quatre Vents 44360 Cordemais,0972 723 949,http://www.bmcordemais.cassioweb.com,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.290599,-1.877944,2 Avenue des 4 Vents 44360 Cordemais
conum_126_,44 370,44,Loire-Atlantique,Bibliothèque L'école buissonnière,Square des Mésanges (Varades) 44370 Loireauxence,06 15 20 96 05,http://bibliofil.pays-ancenis.fr/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneConseils,PrMa-PrLo-PrIn-DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.389537,-1.027869,Square des Mésanges 44370 Loireauxence
conum_127_,44 370,44,Loire-Atlantique,Pôle Santé Social de Loire Auxence,182 Rue du Mal Foch (Varades) 44370 Loireauxence,02 28 50 44 78,http://www.loireauxence.fr/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.385893,-1.032294,182 Rue du Maréchal Foch 44370 Loireauxence
conum_128_,44 380,44,Loire-Atlantique,CCAS Pornichet,115 Avenue du Général de Gaulle 44380 Pornichet,02 40 55 17 56,https://www.ville-pornichet.fr/soutien-et-accompagnement,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.26296,-2.33985,115 Avenue du Général de Gaulle 44380 Pornichet
conum_129_,44 380,44,Loire-Atlantique,Médiathèque Jacques Lambert,Avenue de la Mer 44380 Pornichet,02 40 96 37 28,mediatheque.ville-pornichet.com,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,43956,,47.24285,-2.3102,Avenue de la Mer 44380 Pornichet
conum_130_,44 390,44,Loire-Atlantique,Bibliothèque de Puceul,1 Route des Gremets 44390 Puceul,02 40 07 59 88,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,tarif -20ans : gratuit tarif +20ans: 7€ et 10 habitant hors du CCRN,CondP,NR,NR,NR,44170,,47.521916,-1.617678,1 Route des Gremets 44390 Puceul
conum_131_,44 390,44,Loire-Atlantique,Bibliothèque de Saffré,Avenue du Château 44390 Saffré,02 40 96 86 87,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Tarif: -20ans gratuit +20ans:7€ +20ans et hors CCRN : 10€,CondP,NR,NR,NR,,,47.501262,-1.578929,Avenue du Château 44390 Saffré
conum_132_,44 390,44,Loire-Atlantique,Maison de l'emploi,2 BIS Place du Champ de Foire 44390 Nort-sur-Erdre,02 40 66 74 64,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.43656,-1.500552,2 bis Place du Champ de Foire 44390 Nort-sur-Erdre
conum_133_,44 390,44,Loire-Atlantique,Médiathèque Nort-sur-Erdre,35 Rue du Général Leclerc 44390 Nort-sur-Erdre,NR,https://www.bibliothèques.cceg.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,16/10/2020,,47.43837,-1.499583,35 Rue du Général Leclerc 44390 Nort-sur-Erdre
conum_134_,44 400,44,Loire-Atlantique,Centre Information Jeunesse,19 Avenue de la Vendée 44400 Rezé,NR,https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/centre-information-jeunesse-reze,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.185012,-1.559797,Avenue de la Vendée 44400 Rezé
conum_135_,44 400,44,Loire-Atlantique,CSC Ragon,9 rue du vivier 44400 REZE,02 40 17 60 54,www.cscragon.fr,GUILLERM Thierry,thierry.guillerm@mairie-reze.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,InitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,In-AcIn-AcCo-Au,Gratuit,G,Tous publics,Tp,Non,,https://cscragon.centres-sociaux.fr/,47.165039,-1.541655,9 Rue du Vivier 44400 Rezé
conum_136_,44 400,44,Loire-Atlantique,CSC Ragon,9 rue du vivier44400 REZE,02 40 87 80 06,www.cscragon.fr,GUILLERM Thierry,thierry.guillerm@mairie-reze.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-CuNu-DeAd-ApMa-ApLo,InitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,In-AcCo-AcIn-Au,Gratuit,G,Tous publics,Tp,Non,,https://cscragon.centres-sociaux.fr/,47.165039,-1.541655,9 Rue du Vivier 44400 Rezé
conum_137_,44 400,44,Loire-Atlantique,Maison de l'emploi Rezé Pont Rousseau,8 Rue Jean Baptiste Vigier 44400 Rezé,02 40 88 73 23,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.191074,-1.546194,8 Rue Jean Baptiste Vigier 44400 Rezé
conum_138_,44 400,44,Loire-Atlantique,Nâga,17 Chemin Fontaine Launay 44400 Rezé,02 40 01 55 84,https://www.naga44.org/,NR,NR,Collecte et vente d'ordinateurs reconditionnés sous Linux,,NR,NR,NR,NR,NR,NR,NR,,,47.187256,-1.547823,Chemin Fontaine Launay 44400 Rezé
conum_139_,44 400,44,Loire-Atlantique,Centre socio culturel de Ragon,9  rue du vivier 44400,NR,www.cscragon.fr,GUILLERM Thierry,thierry.guillerm@mairie-reze.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneCulture numériq,PrMa-PrIn-CuNu,InitiationsAccompagnements collectifsAccompagnements individuels,In-AcIn-AcCo,Gratuit,G,Tout public,Tp,Non,,https://cscragon.centres-sociaux.fr/files/2019/08/CSCRagonbando.png,47.165039,-1.541655,9 Rue du Vivier 44400 Rezé
conum_140_,44 410,44,Loire-Atlantique,Bibliothèque Le Pré aux Livres,14 Rue de la Fontaine 44410 Assérac,02 40 97 37 26,www.asserac.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.430692,-2.392121,14 Rue de la Fontaine 44410 Assérac
conum_141_,44 410,44,Loire-Atlantique,CCAS,16 Rue de la Brière 44410 La Chapelle-des-Marais,02 40 45 45 08,http://www.lachapelledesmarais.fr/action-sociale/le-c-c-a-,Centre Communal d'Action Sociale,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.44668,-2.24293,16 Rue de la Brière 44410 La Chapelle-des-Marais
conum_142_,44 410,44,Loire-Atlantique,CCAS d'Herbignac,1 Avenue de la Monneraye 44410 Herbignac,02 40 91 10 21,http://www.herbignac.com/?-Le-CCAS-,NR,NR,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac
conum_143_,44 410,44,Loire-Atlantique,Mairie Point Emploi,1 Avenue de la Monneraye 44410 Herbignac,02 40 70 11 51,http://www.herbignac.com/?-Orientation-et-Emploi-,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac
conum_144_,44 410,44,Loire-Atlantique,Maison de services au public,2 Rue de la Brière 44410 Saint-Lyphard,02 40 45 11 92,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.397759,-2.305512,Rue de la Brière 44410 Saint-Lyphard
conum_145_,44 410,44,Loire-Atlantique,Maison de services au public (bureau de poste) Saint-Lyphard,2 Rue de la Brière 44410 Saint-Lyphard,02 40 53 96 12,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.397759,-2.305512,Rue de la Brière 44410 Saint-Lyphard
conum_146_,44 410,44,Loire-Atlantique,Médiathèque Gaston Leroux,Rue de Penlys 44410 La Chapelle-des-Marais,NR,http://mediatheque.gastonleroux.opac3d.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.44742,-2.24065,Rue de Penlys 44410 La Chapelle-des-Marais
conum_147_,44 410,44,Loire-Atlantique,Relaie CAF,1 Avenue de la Monneraye 44410 Herbignac,O2 40 00 65 28,http://www.herbignac.com/?Point-d-accueil-numerique-CAF-en,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.449286,-2.315981,1 Avenue de la Monneraye 44410 Herbignac
conum_148_,44 410,44,Loire-Atlantique,Relais CAF,2 Rue de la Brière 44410 Saint-Lyphard,NR,https://www.maisondeservicesaupublic.fr/content/saint-lyphard-bureau-de-poste,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.397759,-2.305512,Rue de la Brière 44410 Saint-Lyphard
conum_149_,44 420,44,Loire-Atlantique,Association des Demandeurs d'Emploi du Pays Blanc,Place du Marche 44420 La Turballe,02 40 90 32 66,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.349181,-2.512969,Espace Garlahy - Place Marché 44420 La Turballe
conum_150_,44 420,44,Loire-Atlantique,Bibliotheque Anita Conti,Place du Marche 44420 La Turballe,09 72 72 39 49,www.laturballe.fr/info/bibliotheque_anita_conti,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.349181,-2.512969,Espace Garlahy - Place Marché 44420 La Turballe
conum_151_,44 420,44,Loire-Atlantique,Office de Tourisme,Place de l'Orée du Bois 44420 Mesquer,NR,http://www.mesquerquimiac.com/office-de-tourisme,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.40621,-2.483343,Place de l'Orée du Bois 44420 Mesquer
conum_152_,44 430,44,Loire-Atlantique,Comme un roman,2 BIS Rue Saint-Vincent 44430 Le Landreau,NR,http://bibliotheque.le-landreau.fr/vufind/,Espace de lecture et de documentation et bénéficiant d'un équipement numérique,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,NR,,,47.203519,-1.306027,2 bis Rue Saint-vincent 44430 Le Landreau
conum_153_,44 430,44,Loire-Atlantique,Les Quatres Vents,4 Rue du Jeu de Paume 44430 Le Loroux-Bottereau,NR,https://www.mediatheque-loroux-bottereau.net,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.238526,-1.349373,4 Rue du Jeu de Paume 44430 Le Loroux-Bottereau
conum_154_,44 440,44,Loire-Atlantique,Bibliothèque L'orange bleue,Rue des Chênes 44440 Riaillé,02 40 07 25 81,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.517764,-1.300921,Rue des Chênes 44440 Riaillé
conum_155_,44 440,44,Loire-Atlantique,La Maison de services au public du SIVOM de Riaillé (Joué sur Erdre,182 Rue du Cèdre 44440 Riaillé,NR,https://www.sivom-secteur-riaille.com/espace-france-services/presentation,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.517779,-1.294659,182 Rue du Cèdre 44440 Riaillé
conum_156_,44 440,44,Loire-Atlantique,Maison de Services au Public SIVOM du canton de Riaillé,182 Rue du Cèdre 44440 Riaillé,02 40 81 82 26,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.517779,-1.294659,182 Rue du Cèdre 44440 Riaillé
conum_157_,44 440,44,Loire-Atlantique,Maison des Services au Public du secteur de Riaillé,182 Rue du Cèdre 44440 Riaillé,02 40 28 03 96,https://www.sivom-secteur-riaille.com/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.517779,-1.294659,182 Rue du Cèdre 44440 Riaillé
conum_158_,44 450,44,Loire-Atlantique,Centre socio-culturel loire divatte,2 Route Félix Praud 44450 Saint-Julien-de-Concelles,NR,http://assoloiredivatte.centres-sociaux.fr/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.257174,-1.385145,2 Rue Felix Praud 44450 Saint-Julien-de-Concelles
conum_159_,44 450,44,Loire-Atlantique,Le Passe Muraille,5 Rue des Heurthauds 44450 Saint-Julien-de-Concelles,02 40 07 67 34,https://www.mediatheque-le-passe-muraille.fr,NR,NR,Espace de lecture et de documentation ayant un service numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.252977,-1.386508,5 Rue des Heurthauds 44450 Saint-Julien-de-Concelles
conum_160_,44 450,44,Loire-Atlantique,Médiathèque Divatte-sur-Loire,LE CALVAIRE (Barbechat) 44450 Divatte-sur-Loire,NR,http://www.mediatheque-divatte-sur-loire.fr/,NR,NR,NR,NR,NR,NR,gratuit,G,NR,NR,NR,,,47.275057,-1.281659,Le Calvaire 44450 Divatte-sur-Loire
conum_161_,44 460,44,Loire-Atlantique,Médiathèque d'Avessac,Rue de Plessé 44460 Avessac,02 40 17 19 99,NR,NR,NR,Espace de lecture et d'animation ponctuelle possédant un espace d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,14€ annuel / gratuit : -18 ans,CondP,bénéficiaires minima sociaux et demandeurs d'emploi,De,NR,,,47.65382,-1.988367,Rue de Plessé 44460 Avessac
conum_162_,44 460,44,Loire-Atlantique,Médiathèque Saint Nicolas de Redon,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon,NR,bénéficiaires minima sociaux et demandeurs d'emploi,NR,NR,Espace de lecture et d'animation comprenant un point d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,14€ annuel / gratuit : -18 ans,CondP,NR,NR,NR,,,47.644166,-2.07093,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon
conum_163_,44 480,44,Loire-Atlantique,Médiathèque Jules Verne,13 Rue René Laennec 44480 Donges,02 47 27 24 08,http://mediatheque.ville-donges.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,,47.31913,-2.07477,13 Rue René Laënnec 44480 Donges
