Code postal,Nom de la structure,Adresse postale,Numéro de téléphone,Site Web,Nom Prénom du référent,Mail contact,Activités proposées,Conditions d'accès,Accompagnement,Public,Équipement,APTIC,Date de mise à jour
53100,Médiathèque Le Grand Nord,Esplanade François Mitterrand 53100 Mayenne,02 43 11 19 70,http://www.legrandnord.fr/,,mediatheque@legrandnord.fr,Espace dédié à la culture scientifique; technique et numérique a ouvert ses portes à la médiathèque JL Trassard : un miniLab; un espace inspiré des FabLabs. Lieu d’expérimentation; il met à votre disposition des machines pilotées par ordinateur afin de co,Pour utiliser les machines; il faut être adhérent de la médiathèque.Une participation financière est demandée pour les frais des consommables (à partir de 0.50 €),,Tous publics ,,,
53110,Maison de service au Public Mayenne Communauté,18 place du 8 Mai 1945 – BP 18b,02 43 04 71 53,http://www.lassay-les-chateaux.fr/actualites/,,,,,,,,,
53140,La Maison de Services Au Public Pré-en-Pail-Saint-Samson,1 Rue de la Corniche de Pail (Pré-en-Pail) 53140 Pré-en-Pail-Saint-Samson,02 43 04 63 75,https://www.maisondeservicesaupublic.fr/content/pre-en-pail-saint-samson,,rsp@cc-montdesavaloirs.fr,,,,,,,
53160,La MSAP des Coëvrons,2 Avenue Auguste Janvier 53160 Bais,243377100,https://www.coevrons.fr/sites/www.coevrons.fr/files/atoms/files/msap_bais_plaquette.pdf,Catherine Mézange,mailto:msap-bais@coevrons.fr,, d'information et d'orientation du public. L'aide dans les d??marches est possible gr?óce aux diff??rents contacts que poss?Îde l'animatrice dans chaque administration ou organisme partenaire.,,,,,
53170,La Maison de services au public du Pays de Meslay-Grez,1 Voie de la Guiternièe 53170 Meslay-du-Maine,243642406,http://www.paysmeslaygrez.fr/,,msap@paysmeslaygrez.fr,envoi de courriel,,,,,,
53170,L'Espace multimédia du Pays de Meslay-Grez,1 Voie de la Guiternière 53170 Meslay-du-Maine,02.43.64.29.00,http://www.paysmeslaygrez.fr/HABITER/Services-aux-particuliers/Espace-Multimedia/L-acces-a-l-informatique-pour-tous,,,L'Espace Multimédia est un véritable lieu de démocratisation de l'informatique et d'Internet.,Accessible à tous aux horaires d'ouverture du Pôle Intercommunal,ateliers d'initiation et de formation à l'informatique,Tous publics ,8 postes sont à la disposition du publi,,
53200,Communauté de Communes du Pays de Château-Gontier,23 Place de la République 53200 Château-Gontier,02.43.09.50.53 ,http://mediatheque.chateaugontier.fr/,,,Mise à disposition d’outils numériques ,Tous publics ,,Tous publics ,Dix postes informatiques et six tablettes tactiles; chaque poste est équipé d'un traitement de texte; d'un tableur et d'une connexion sécurisée à internet; casques,,
53300,La Maison de services au public,6 Place du Château 53300 Ambrières-les-Vallées,,,,directiontechnique@cc-bocagemayennais.fr,,,,,,,
53320,La Maison de services au public (MSAP) du Pays de Loiron ,La Chapelle du Chêne (Loiron) 53320 Loiron-Ruillé,tel:0243021931,https://www.maisondeservicesaupublic.fr/content/laval-agglomeration-pole-loiron,,msap@agglo-laval.fr, déclarations; démarches administratives, habitat,,,,,
53400,Maison de services au public Pays de Craon,29 Rue de la Libération 53400 Craon,02.43.09.09.65,https://www.maisondeservicesaupublic.fr/content/pays-de-craon,,msap@cias.paysdecraon.fr,La MSAP du Pays de Craon vous accueille dans les locaux du Centre intercommunal d’action sociale du Pays de Craon. Relai de proximité; la MSAP vous offre un 1er niveau d’information; vous oriente et vous accompagne dans les démarches; notamment dans l’uti,Tous publics,,Tous publics ,Tous publics ,,
53500,La Maison de services au public,Parc d'Activités de la Querminais 53500 Ernée ,02.43.05.46.31,http://www.cc-lernee.fr/,,msap@lernee.fr,,,,,,,
53600,La Maison de Services au Public d'Evron,,tel:02%2043%2001%2078%2003,https://www.coevrons.fr/acteurs-services/maison-de-services-au-public-Evron,ElisabethPérigois,,,,,,,,
53600,Espace Coëvrons,Avenue Raoul Vadepied 53600 Châtres-la-Forêt,02.43.66.32.00,https://www.coevrons.fr/,,,,,,,,,
53700,Communauté de Communes du Mont des Avaloirs,17 Boulevard du Général de Gaulle 53700 Villaines-la-Juhel,02.43.30.13.13,https://www.cc-montdesavaloirs.fr/,,centre.ressources@cc-montdesavaloirs.fr,,,,,,,
72100,Azimconsulting,19 Boulevard Marie et Alexandre Oyon 72100 Le Mans,06 09 98 19 89,https://www.azimconsulting.com/,,,,,,,,,
72100,Centre culturel L' Espal,62 Rue de l'Esterel 72100 Le Mans,tel:02%2043%2050%2021%2050,https://www.quinconces-espal.com/les-quinconces-lespal,,,,,,,,,
72100,Mission Locale de l'Agglomération Mancelle,5 BIS Boulevard Winston Churchill 72100 Le Mans (??) ,tel:0243841660,https://www.gralon.net/mairies-france/sarthe/service-mission-locale-de-l-agglomeration-mancelle-le-mans_12192.htm#,,,,,,,,,
72100,Maison de l'Emploi et de la Formation Le Mans Métropole Pays du Mans,Place des Sablons 72100 Le Mans,243849092,https://www.cchautesarthealpesmancelles.fr/,,,,,,,,,
72120,Espace Emploi Formation St Calais,17 Rue Fernand Poignant 72120 Saint-Calais,02 43 63 00 78,http://www.cyber-base.org/ ,,,,,,,,,
72130,Haute Sarthe Alpes Mancelles,2 Rue de l'Abbé Lelievre 72130 Fresnay-sur-Sarthe,02 43 33 33 99,,,,,,,,,,
72130,Déclic Pays Fresnois,2 Rue de l'Abbé Lelievre 72130 Fresnay-sur-Sarthe,2.43.34.34.59,http://alpesmancelles.e-monsite.com/pages/social/declic-pays-fresnois.html,,,,,,,,,
72130,Cyber-Base des Alpes Mancelles,Place Bassum 72130 Fresnay-sur-Sarthe,02 43 34 45 13,http://www.cyber-base.org/ ,,mailto:cyberbase@ccalpesmancelles.fr,Thématiques d'atelier: Audio/photo/vidéoBureautiqueInformatiqueInternetServices: Accès libreAteliers collectifs,Profil(s): Jeunes Adultes SeniorsCréateurs d’entreprise Tarifs: Adhésions : 20 € / anConsultations libres : connexion sans adhésion : 1 € / heureAteliers : gratuit si adhésion,,Tous publics ,,,
72140,Cybercentre /Réseau Cyber-Base du Maine Normand,30 Rue du Docteur Touchard 72140 Sillé-le-Guillaume,02 43 20 36 07,https://www.sille-le-guillaume.fr/contacts/cybercentre/,,cybercentre@cc-paysdesille.fr,,,,,,,
72150,Centre social Belleville,2 Rue de Belleville 72150 Le Grand-Lucé,02 43 40 92 76,http://www.centresocial-legrandluce.fr/,Monsieur Yohan Ragaigne,centresocial.legrandluce@wanadoo.fr,,,,,,,
72160,Cyber-base Tuffé,4 Passage de la Gare (proche bibliothèque) 72160 Tuffé Val de la Chéronne,02.43.71.86.20,http://www.tuffe.fr/cyberbase,,mailto:cybertuffe@lalaverie.org,Tous les ordinateurs des espaces numériques sont équipés d’une suite de logiciels propriétaires et libres allant de la navigation sur Internet à la retouche photo passant par le traitement de texte; le tableur,Tous publics,,Tous publics ,,,
72160,ESPACE PUBLIC NUMÉRIQUE,1 Rue de l'Abreuvoir 72160 Connerré ,02 43 82 45 22,https://www.cc-gesnoisbilurien.fr/culture-loisirs/espaces-publics-numeriques,,cyberbase@cc-brieresgesnois.fr,Unespace pour consulterInternet; imprimer et scanner.Un accès à l'e-administration.Un accompagnement adaptéaux besoins et au niveau dechacun en informatique.,,,,,,
72170,Espace Emploi Formation Beaumont MDE ML,13 Place de la Libération 72170 Beaumont-sur-Sarthe,02 22 51 17 92,http://annuaire.mediation-numerique.fr/epn_2718.html,CARLIER Claudine ,mailto:ccarlier@cyber-base.org,Initiation individuelle et de groupes aux usages d'Internet et des outils numériques LABEL NETPUBLIC,,,Tout public,,,
72190,Mission Locale Nord - COULAINES,4 Place de l'Europe 72190 Coulaines,243841660,https://www.coulaines.fr/contacts/mission-locale/,,,,,,,,,
72200,POINT INFORMATION JEUNESSE,48 Boulevard Gambetta 72200 La Flèche,02 43 45 68 55,https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/point-information-jeunesse-la-fleche,,pij@cc-paysflechois.fr,,,,,,,
72200,Sablé-sur-Sarthe MDE Sarthe Sud,3 Rue Nicolas Appert 72200 La Flèche,02 43 92 67 10,,,mde.sarthesud@orange.fr,,,,,,,
72210,Espace emploi Roëzé,27 rue du 11 novembre – BP 26 72210 LA SUZE SUR SARTHE ,02 43 83 51 12,https://www.val-de-sarthe.fr/economie-decouverte/service-emploi/,,emploi.social@cc-valdesarthe.fr,Emploi; formation; orientation; insertion; le service emploi du Val de Sarthe est à la disposition des salariés; des demandeurs d’emploi et des employeurs. Il propose un accompagnement personnalisé et adapté en collaboration avec Pôle Emploi.,Habitants de la CC ,,Demandeurs d’emploi; salariés en activité; congé parental; intérim; employeurs ,,,
72230,Le Mans MDE Sarthe Centre,26 Avenue de la Paix 72230 Arnage,,,,depar@wanadoo.fr,,,,,,,
72240,Centre social Conlie,Allée Marie Louise Souty 72240 Conlie,02.43.52.11.50.,https://www.facebook.com/CSMLSouty/,,,,,,,,,
72240,CyberCentre de Conlie,4 Rue de Gaucher 72240 Conlie,02 43 52 06 11,cybercentres.4cps.org,,mailto:cybercentre@4c-conlie.fr,Le CyberCentre de Conlie vous propose des animations autour de la photo numérique; des tablettes et des smartphones; ainsi que des temps d’accompagnement personnalisé pour développer vos projets.,Tous publics ,,Tous publics ,,,
72250,Syndicat Mixte du Sud-Est Manceau,Rue des écoles 72250 Parigné-l'évèque,,,,,,,,,,,
72250,SMiDeN & Cybercentre,Rue Des Ecoles; 72250 Parigné-l'Évêque,02 43 40 15 15,http://www.smiden.fr/site/?fbclid=IwAR1iEQzRVc3luyNOVWRKWleggSFgzCkOSHY6Ej1Uokl2BJCpahbnqyAiIUw,,mailto:contact@smiden.fr,Deux espaces pour accueillir le public souhaitant utiliser un ordinateur ou bien demander des renseignements informatiques.,Tout public,,,8 ordinateurs à disposition; logiciels à jour; imprimante sur place,,
72260,Le bureau de poste,4 BIS Rue du Général de Gaulle 72260 Marolles-les-Braults,,,,,,,,,,,
72260,Espace Public Numérique,7 Place Henri Coutard 72260 Marolles-les-Braults,02.43.33.50.24,http://www.cc-pays-marollais.com/cyber-base/,,cyber.marolles@mainesaosnois.fr,Utilisez et apprenez l’informatique dans un espace public numérique. Débutant ou initié; vous souhaitez découvrir Internet et les outils multimédia; bénéficier d’un accompagnement pour mener à bien vos démarches ou vos recherches; un animateur saura répon,Tarifs 2019 :Abonnement (accès libre aux outils) GratuitImpression : 10 cts noir et blanc ; 50 cts couleur; 5cts le CVAtelier collectif  : 1€Atelier individuel  : 2€Accompagnement : 1er quart d’heure gratuite puis 2€ le suivantAccompagnement démarches adm,,Tous publics ,,,
72270,cyber centre du Pays Malicornais,24 BIS Rue Victor Hugo 72270 Malicorne-sur-Sarthe,,,,,,,,,,,
72290,MSAP,20 Rue Paul Ilias (Ballon) 72290 Ballon-Saint Mars,,,,,,,,,,,
72290,Centre Social Intercommunal de Ballon,Rue Pierre Mendès France (Ballon) 72290 Ballon-Saint Mars,,,,,,,,,,,
72300,Cybercentre,Place Raphaël Elize 72300 Sablé-sur-Sarthe,02 43 62 02 27,https://www.parcoursnumeriques.net/annuaire/cybercentreern-de-sable-sur-sarthe,Communauté de communes de Sablé sur Sarthe,mailto:cybercentre@proxiland.fr,Services: Accès libre; Ateliers collectifs,gratuit; tous publics ,,Tous publics ,,,
72340,MSAP,Place de l'Hotel de Ville 72340 La Chartre-sur-le-Loir,,,,,,,,,,,
72340,,36 Rue Gervais Chevallier 72340 La Chartre-sur-le-Loir,,,,,,,,,,,
72340,Centre social les trèfles,36 Rue Gervais Chevallier 72340 La Chartre-sur-le-Loir,02 43 44 40 97,http://www.lachartresurleloir.fr/wa_files/PLAQUETTE_20CENTRE_20SOCIAL_20JANVIER_202013.pdf,Pre?sidente : Chantal GUILLERM,mailto:contact@centresocial-lestrefles, pôle enfance / jeunesse; le pôle famille; le pole petite enfance; pôle insertion; club d’e?changes de savoir; cyber base ,Habitants de la commune ,,Tout public,acce?s a? 3 postes informatiques; imprimante; scanner; copieur; te?le?phone (gratuit vers les lignes fixes); documentation sur la recherche d’emploi,,
72350, la Mission Locale,1 Place Albert Liebault 72350 Brûlon,,,, le Conciliateur de Justice,,,,,,,
72350,RELAIS SERVICES PUBLICS,Place Albert Liebault 72350 Brûlon,02 43 95 51 78,http://www.mairie-brulon.fr/-Maison-de-services-au-public-Msap-,Myriam BRIOT  ,msap.brulon@orange.fr,Des postes informatiques sont mis à disposition pour effectuer vos démarches en ligne avec l’aide de l’Agent d’Accueil si besoin.,Tous publics,,Tous publics ,,,
72400,Maison de l'emploi Sarthe Nord,45 BIS Avenue du Général de Gaulle 72400 La Ferté-Bernard,,,,,,,,,,,
72400,Cybercentre de La Ferté Bernard,3 Rue du Moulin Tan 72400 La Ferté-Bernard,02 43 93 48 61,https://www.lalaverie.org/spip3.1/spip.php?rubrique1,Communauté de communes de l'Huisne Sarthoise,mailto:jurullier@cyber-base.org,Thématiques d'atelier: Audio/photo/vidéoBureautiqueInformatiqueInternetRecherche d’emploi,Tous publics; Tarifs: Consultations libres :- connexion sans adhésion : 1 € / 45 minAteliers :prix : 2;5 € / atelier,,Tous publics ,Matériel: Scanner appareil photo Vidéo projecteur Imprimante couleur,,
72430,Le bureau de poste,20 Rue Pasteur 72430 Noyen-sur-Sarthe,,,,,,,,,,,
72440,Centre Social Bouloire,3 Rue du Collège 72440 Bouloire,,,,,,,,,,,
72450,Centre social Montfort,Place Jacques Moreau 72450 Montfort-le-Gesnois,02 43 76 70 25,http://cslares.fr/index.php/le-centre-social,Mme Christine Marchand (présidente),contact@cslares.fr,Accueil publics fragilisés; animations sociales,Être une personne éloignée de l’emploi,, publics fragilisés/sans emploi,,,
72460,Cybercentre de Savigné L'EvÉque,112 Grande Rue 72460 Savigné l'évèque,02 43 27 29 41,https://www.cc-gesnoisbilurien.fr/culture-loisirs/espaces-publics-numeriques,,mailto:cybercentre@cc-gesnoisbilurien.fr,Un espace pour consulter Internet; imprimer et scanner ;Un accompagnement adapté aux besoins et au niveau de chacun en informatique ;Un accès à l’e-administration ;La découverte de nouvelles technologies Un lieu convivial fait de rencontres et d’échanges.,Adhésion annuelle de date à date : 5€ pour les résidents de la communauté de communes Le Gesnois Bilurien (15€ pour les personnes ne résidant pas la communauté de communes)Adhésion horaire : 1€ de l’heureAdhésion semaine (uniquement en juillet et en août),,Tous publics ,,,
72470,Cyber-base de Champagné,Rue Jacques Guède 72470 Champagné,,,,,,,,,,,
72500,Espace Loir et Bercé,4 Rue de la Bascule (Château-du-Loir) 72500 Montval-sur-Loir,06 29 71 23 35,https://www.loirluceberce.fr/epn,Pierrick Jousse ,mailto:pierrick.jousse@loirluceberce.fr,L’Espace Public Numérique propose des ateliers d’initiation et de perfectionnement en informatique auprès des habitants.Ayant réussi à s’adapter aux évolutions des technologies et aux pratiques de ses usagers; cet espace permet à tous de s’initier aux out,Habitants du Loir et Bercé ,,Tous publics ,,,
72500,PL Vouvray,Place Arsène Baussant (Vouvray-sur-Loir) 72500 Montval-sur-Loir,,,,,,,,,,,
72500,PL BPDB,Le Point du Jour 72500 Beaumont-Pied-de-Boeuf,,,,,,,,,,,
72500,PL Dissay,Place de la Mairie 72500 Dissay-sous-Courcillon,,,,,,,,,,,
72500,POINT INFORMATION JEUNESSE - CHÂTEAU DU LOIR,16 rue du 11 novembre (Château-du-Loir) 72500 Montval-sur-Loir,02 43 79 24 87,https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/point-information-jeunesse-chateau-du-loir,,mailto:chateauduloir@ml-sartheloir.fr,Aide aux CV et lettres de motivationAccès PC et Internet (cyberbase)Accueil groupes,jeunes; habitant de la comcom ,,Tous publics ,,,
72510,Le bureau de poste,7 Rue de la Poste 72510 Mansigné,,,,,,,,,,,
72540,Centre d'Accueil Communal de Loué,Rue Ricordeau 72540 Loué,,http://www.cyber-base.org/ ,,,,,,,,,
72600,Mission Locale Nord Sarthe - Cyber-base emploi,Place Carnot 72600 Mamers,,,,,,,,,,,
72600,Cybercentre du Saosnois (site de Mamers),1 B Rue Ernest Renan 72600 Mamers,,,,,,,,,,,
72610,Centre Social - Oisseau le petit,15 Rue des Champs Roux 72610 Oisseau-le-Petit,,,,,,,,,,,
72700,Cyber@spay,12 Rue édouard Moriceau 72700 Spay,,,,,,,,,,,
72700,PAIO - Rives de Sarthe – Le Cube,12 Rue Georges Bizet 72700 Allonnes/Rue Jean Behra72700 Allonnes,02 85 29 75 49,http://www.allonnes.fr/a-vivre/lemploi/le-cube,,,Le Cube est un lieu de médiation pour les personnes qui rencontrent des difficultés et/ou qui désirent apprendre à utiliser l'outil informatique.,Habitants Allonnes ,,Tout public,ordinateurs et tablettes en libre service. Mais aussi de la documentation à la libre consultation.,,
72800,,Place Neuve 72800 Le Lude,,,,,,,,,,,
72800,Cybercentre du Pays du Loire,Allée de l'Ancienne Gare 72800 Le Lude,,,,,,,,,,,
72800,La Communauté de Communes Sud Sarthe,5 Rue des Écoles; 72800 Aubigné-Racan,02 85 29 12 00,https://www.comcomsudsarthe.fr/la-cc-sud-sarthe,PrésidentM. François BOUSSARD,mailto:accueil@comcomsudsarthe.fr?subject=Écrire%20à%20la%20CC%20Sud%20Sarthe,Accès au numérique et à Internet/outils de bureautiqueAccompagnement individuel au numériqueAteliers d'initiation et de perfectionnement,Tout public,,,Impression A4 et A3Scans,,
85000,Espace Public Numérique de la Roche sur Yon,86 Rue Jean Launois 85000 La Roche-sur-Yon,,,,,,,,,,,
85100,Espace Multimédia,Rue de Verdun 85100 Les Sables-d'Olonne,,,,,,,,,,,
85120,La Châtaigneraie,7 Place de la République 85120 La Châtaigneraie,,https://www.facebook.com/MSAPCHATIAGNERAIE85/,,,Accompagnement aux démarches relevant de plusieurs administrations ou organismes publics. Une animatrice délivre un premier niveau d'information et d'accompagnement de plusieurs natures,,,,,,
85120,Espace Multimédia Louis Blanchet,Rue Augustin de Hargues 85120 La Tardière,+33 2 51 69 61 10,http://tardiere.free.fr/,,,,,,,,,
85140,cyber centre,Place de la Mairie (Les Essarts) 85140 Essarts en Bocage,,,,,,,,,,,
85180,Bibliothèque Michel Raimbaud,Boulevard des Anciens Combattants Afn 85180 Château-d'Olonne,02 51 32 96 73,https://www.lessablesdolonne.fr/culture-patrimoine/culture/mediatheque-michel-raimbaud,Responsable                       Mme. Nathalie Brosseau,,,Tout public,,,,,
85190,CYBER ESPACE,Rue de Lattre de Tassigny 85190 Venansault,+33 2 51 07 32 10,,,,,,,,,,
85190,Cyberclub-Acces,10 Rue du Calvaire 85190 Maché,,,,,,,,,,,
85200,Foyer Sud Vendée les 3 Portes-PIJ,16 Rue des Gravants 85200 Fontenay-le-Comte,,,,,,,,,,,
85210,MSAP,41 BIS Rue Georges Clemenceau 85210 Sainte-Hermine,,,,,,,,,,,
85300,Cybercentre de la ville de Challans,Boulevard René Bazin 85300 Challans,,,,,,,,,,,
85350,Espace Numérique – Pôle Économique,49 Rue des Bossilles 85350 L'île-d'Yeu,02 51 59 44 76,https://www.mairie.ile-yeu.fr/espace-numerique/?fbclid=IwAR2wcC7Y1HlsWZXodjhC7d5BRjVEQNki89Uh544-PWzsbf4sYp7KvT2MEX0,,ern@ile-yeu.fr,sensibiliser et d’initier à Internet & au multimédia et à la bureautique. Cet espace n’est pas un centre de formation au sens strict. Néanmoins il certifie de la maîtrise de certaines aptitudes. C’est avant tout un lieu de vie qui offre des outils de déve,Tout public,,Tout public,utilisation de logiciels libres (LibreOffice; Firefox; Sumatra PDF; 7-zip… ) et tentons de vous faire découvrir les systèmes d’exploitation Linux avec des initiations programmées régulièrement.,,
85400,Campus Foyer des jeunes,6 Rue Saint-Mathurin 85400 Luron,+33 2 51 56 03 66,http://www.le-campus.org/,,,,,,,,,
85440,Cybercentre du Talmondais (ERN),8 Rue de l'Hôtel de Ville 85440 Talmont-Saint-Hilaire,,,,,,,,,,,
85450,,43 BIS Rue du 11 Novembre 85450 Chaillé-les-Marais,,,,,une aide relative aux téléprocédures via le site ANTS est possible concernant les démarches pour les pièces d'identité,,,C'est pour tous les habitants,,,
85450,BIBLIOTHEQUE MUNICIPALE,Rue du Puits Chioux 85450 Champagné-les-Marais,,,,,,,,,,,
85490,MSAP,Rue de la Combe 85490 Benet,,,,,,,,,,,
85500,Les Herbiers (Cybercentre),Rue de l'Etenduère 85500 Les Herbiers,,,,,,,,,,,
85540,Le bureau de poste,29 Avenue Georges Clemenceau 85540 Moutiers-les-Mauxfaits,,,,,,,,,,,
85670, la MSA,Rue Georges Clemenceau 85670 Palluau,,, la conseillière départementale,, le conciliateur de justice,,,,,,
85700,MSAP,La Fournière 85700 Pouzauges,,,,,,,,,,,
85700,Cybercentre du Pays de Pouzauges,Route de Linaudière 85700 Pouzauges,,,,,,,,,,,
44160 ,,2 Rue des Châtaigniers 44160 Pontchâteau,,,,,,gratuit,,Un service de proximité pour demandeurs d'emploi,,,
72220,https://www.cc-berce-belinois.fr/wp-content/uploads/2019/09/plaquette-EREF-2019.pdf,1 Rue Sainte-Anne 72220 Ecommoy,02.43.42.68.76,https://www.cc-berce-belinois.fr/de-26-ans-2,Mme Jean CREMEY (tout public),mailto:jean.cremey@belinois.fr,Infos; conseils; accès droits; mobilité; prévention; formations entretiens d’embauche ,Si la personne réside ou travaillesur le territoire de l’Ore?e de Berce?-Belinois,,Tout public jeunes de -14 ans (PIJ); demandeurs d’emploi ou entreprises  ,Ordinateurs; scanners; imprimantes ,,
