INDEX,INDEX_SLUG_CLEAN,SOURCE,SOURCE_temp,SOURCE_codes,SOURCE_codes_temp,NOM DU LIEU,ADRESSE,URL,PUBLICS,TYPOLOGIE,DESCRIPTION,LOGO,IMAGE,MODÈLE JURIDIQUE,FABRIQUE DE TERRITOIRE,DEPARTEMENT,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,lat,lon,T,D,C,O,T_,D_,C_,O_,CONCAT_TYPO,DEPARTEMENT_NOM,COMMUNE
pingcarto26_,la-station,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,La Station,15 quai Ernest Renaud 44100 Nantes,https://atelierdesinitiatives.org/un-appui/les-ressources/,Professionnels – Citoyens,T-D,La Station découle d’une envie commune de créer en 2011 un Pôle Associatif Jeunesses à Nantes fondé sur la mutualisation d’un local d’activités entre différents acteurs ayant des missions complémentaires : l'Afev  l'Atelier des Initiatives  le Vlipp et à l'époque l'association Europa. La Station est un espace de travail et de coopérations ouvert au public. Elle accueille différentes activités et animations qui favorisent l’initiative  la citoyenneté et la créativité.,http://www.atelierdesinitiatives.org/local/cache-vignettes/L596xH282/lastation_logo_long_web-c0e9b.jpg,,Association,NON,44,47.206443,-1.573541,15 Quai Ernest Renaud 44100 Nantes,0.97,housenumber,44109_2890_00015,15,Quai Ernest Renaud,,44100,Nantes,44  Loire-Atlantique  Pays de la Loire,44109,,,,47.206443,-1.573541,T,D,,,Renouveler le travail,Découvrir collectivement,,,Renouveler le travail-Découvrir collectivement--,Loire-Atlantique,Nantes
pingcarto27_,le-wattignies,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Le Wattignies,13 Boulevard des Martyrs Nantais de la Résistance 44000 Nantes,https://www.facebook.com/pg/WSCNantes,Professionnels – Citoyens,T-D,Situé dans un ancien garage automobile de 800 mètres carrés  au cœur de l’île de Nantes  le Wattignies Social Club est un lieu indépendant dédié au tuning d'expérimentations urbaines. Son agencement « délicieusement bordélique » évoque le foisonnement d’idées. Sur place  on y croise des chercheurs qui viennent débattre des enjeux de société  des artisans  des associations  des chômeurs  des migrants  des chefs d’entreprises en quête de sens  des citoyens engagés… ,,,Association,NON,44,47.20422,-1.546397,13 Boulevard des Martyrs Nantais de la Résistance 44300 Nantes,0.92,housenumber,44109_d3tuvn_00013,13,Boulevard des Martyrs Nantais de la Résistance,,44300,Nantes,44  Loire-Atlantique  Pays de la Loire,44109,,,,47.20422,-1.546397,T,D,,,Renouveler le travail,Découvrir collectivement,,,Renouveler le travail-Découvrir collectivement--,Loire-Atlantique,Nantes
pingcarto28_,forum-titi,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Forum Titi,7 Rue Louis Blériot 44700 Orvault,https://www.forum-titi.fr/,Professionnels – Citoyens,T-D,Le Forum Titi est un tiers-lieu de l'ESS qui a vocation a accueillir des structures accompagnant les publics personnes âgées et personnes en situation de handicap. C'est également le siège social du groupe coopératif les Titis.  ,https://www.forum-titi.fr/wp-content/uploads/ForumTiti.png,https://raw.githubusercontent.com/co-demos/PING-carto/master/photos/Forum_Titi_Floris.jpg,SCIC ou SCOP,NON,44,47.253081,-1.617958,7 Rue Louis Blériot 44700 Orvault,0.96,housenumber,44114_1013_00007,7,Rue Louis Blériot,,44700,Orvault,44  Loire-Atlantique  Pays de la Loire,44114,,,,47.253081,-1.617958,T,D,,,Renouveler le travail,Découvrir collectivement,,,Renouveler le travail-Découvrir collectivement--,Loire-Atlantique,Orvault
pingcarto29_,centre-socio-culturel-de-l’allee-verte,PiNG,PiNG,PiNG,PiNG,Centre Socio-culturel de l’Allée Verte,1 rue de l’allée verte 44230 Saint-Sébastien-sur-Loire,https://alleeverte.centres-sociaux.fr,Citoyens,O-D,Depuis 3 ans  l’association socioculturelle de l’Allée Verte propose un Atelier de réparation tous les premiers samedis du mois pour réparer différents objets (ex : télé  fer à repasser  lampe  aspirateur  fauteuil  tondeuse  ordinateur textiles …). Le centre social propose aussi de nombreuses autres activités  comme un atelier numérique et un studio d’enregistrement pour des projets créatifs sonores.,,,Association,NON,44,47.195577,-1.488766,Rue de l’Allée Verte 44230 Saint-Sébastien-sur-Loire,0.92,street,44190_0030,,Rue de l’Allée Verte,,44230,Saint-Sébastien-sur-Loire,44  Loire-Atlantique  Pays de la Loire,44190,,,,47.195577,-1.488766,,D,,O,,Découvrir collectivement,,Œuvrer ensemble,-Découvrir collectivement--Œuvrer ensemble,Loire-Atlantique,Saint-Sébastien-sur-Loire
pingcarto30_,workhub,CGET,France Tiers-Lieux,CGET,FTL,Workhub,1 avenue des Lions 44800 Saint-Herblain,https://www.neo-nomade.com/espace/3863/coworking-saint-herblain-workhub,Professionnels,T,Le Workhub de Ouest bureau regroupe bureaux  salles de réunion et Workcafé dans un nouvel espace collaboratif situé à St Herblain  à proximité des transports en commun et des accès périphériques.,,https://www.neo-nomade.com/fichier/compressedImages/espace/3863/8.jpg=2000x961xcrop,SARL/SAS/SA,NON,44,47.246325,-1.617535,1 Avenue des Lions 44800 Saint-Herblain,0.96,housenumber,44162_1537_00001,1,Avenue des Lions,,44800,Saint-Herblain,44  Loire-Atlantique  Pays de la Loire,44162,,,,47.246325,-1.617535,T,,,,Renouveler le travail,,,,Renouveler le travail---,Loire-Atlantique,Saint-Herblain
pingcarto31_,la-ruche-saint-nazaire,CGET – CAP Tiers-Lieux,France Tiers-Lieux – CAP Tiers-Lieux,CGET-CAPTL,FTL-CAPTL,La Ruche Saint-Nazaire,25 Rue de l'étoile du matin 44600 Saint-Nazaire,http://la-ruche.net/ruche/saint-nazaire/,Professionnels – Citoyens,T-D,La Ruche est un espace de coworking collaboratif où les acteurs du changement se rencontrent et partagent compétences et ressources. Il s’agit d’offrir un lieu propice au développement professionnel et à l’épanouissement personnel à toute personne qui porte une initiative à impact positif pour la société. La Ruche Saint-Nazaire est membre du premier réseau national d'incubateur à impact. L'espace collaboratif a ouvert ses portes en septembre 2017.,https://la-ruche.net/wp-content/themes/ruche/images/logo.gif,https://la-ruche.net/wp-content/uploads/2017/09/Laruchecoworking_CWSud-587x440.jpg,Autre,NON,44,47.2595,-2.27175,25 Rue de l’Etoile du Matin 44600 Saint-Nazaire,0.97,housenumber,44184_1872_00025,25,Rue de l’Etoile du Matin,,44600,Saint-Nazaire,44  Loire-Atlantique  Pays de la Loire,44184,,,,47.2595,-2.27175,T,D,,,Renouveler le travail,Découvrir collectivement,,,Renouveler le travail-Découvrir collectivement--,Loire-Atlantique,Saint-Nazaire
pingcarto32_,office-coffee,CGET,France Tiers-Lieux,CGET,FTL,Office Coffee,21 Avenue du Commandant l'Herminier 44600 Saint-Nazaire,http://www.officecoffee.fr,Professionnels,T,L’Office Coffee est un espace de travail partagé et connecté  favorisant l’échange et le travail en réseau. Un lieu fonctionnel  modulable  convivial et dynamisant  idéal pour tous les Entrepreneurs  Entreprises  Freelances  Associations  Clubs et propice aux opportunités et aux rencontres professionnelles.,https://www.officecoffee.fr/wp-content/themes/office_coffee/img/logo_office_coffee_header.png,https://www.officecoffee.fr/wp-content/uploads/2018/06/20180613_150557-e1543247741587.jpg,SARL/SAS/SA,NON,44,47.28556,-2.2139,21 Avenue du Commandant l’Herminier 44600 Saint-Nazaire,0.97,housenumber,44184_1220_00021,21,Avenue du Commandant l’Herminier,,44600,Saint-Nazaire,44  Loire-Atlantique  Pays de la Loire,44184,,,,47.28556,-2.2139,T,,,,Renouveler le travail,,,,Renouveler le travail---,Loire-Atlantique,Saint-Nazaire
pingcarto33_,les-abeilles-44,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Les abeilles 44,3 rue de l'Écluse Saint-Nazaire 44600 Saint-Nazaire,https://www.facebook.com/lesabeilles44/,Professionnels – Citoyens,T-O-D,Ancien bâtiment de l’Union des remorqueurs de l’Océan (URO)  les Abeilles mêlent aujourd’hui hébergements  bureaux et activités culturelles et artistiques. «Les abeilles»  nommé ainsi pour propulser la mémoire du lieu  sont un cargo aux cales culturelles et une ruche créative où il fait bon venir butiner. Le ‘cargo-ruche’ Les Abeilles est une initiative privée  qui s'autofinance et qui peut être catégorisé parmi les ‘Tiers-lieux’. Ici  on expérimente la fabrication d’un ‘miel de territoire’.,https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/36327677_1276208399182680_6285224951641276416_n.jpg?_nc_cat=103&_nc_ohc=UmsOi1tnBbAAQnlzobtmWZg_rohD2lrIQwlCaIAN1aaEdIfrRQ-CbPRPw&_nc_ht=scontent-cdg2-1.xx&oh=ed33b49f8c8856f922b3243b0a51e127&oe=5E8CFC87,https://raw.githubusercontent.com/co-demos/PING-carto/master/photos/abeilles44.png,Association,NON,44,47.27138,-2.20135,3 Rue de l’Ecluse 44600 Saint-Nazaire,0.71,housenumber,44184_1670_00003,3,Rue de l’Ecluse,,44600,Saint-Nazaire,44  Loire-Atlantique  Pays de la Loire,44184,,,,47.27138,-2.20135,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Loire-Atlantique,Saint-Nazaire
pingcarto34_,le-periscop,CGET,France Tiers-Lieux,CGET,FTL,Le Périscop,18 Boulevard Paul Perrin 44600 Saint-Nazaire,http://www.leperiscop.fr/l-espace-coworking/,Professionnels,T,Un espace de travail  d’échanges  de collaboration  l’opportunité de travailler en dehors de chez soi  dans un environnement de travail et de créativité. ,https://leperiscop.fr/wp-content/uploads/2015/03/Logo-horizontal-RVB-menu-sans-ombre-e1426844688306.png,https://www.leperiscop.fr/wp-content/uploads/2015/03/Un-lieu-1024x576.jpg,SARL/SAS/SA,NON,44,47.28592,-2.2148,18 Boulevard Paul Perrin 44600 Saint-Nazaire,0.97,housenumber,44184_4630_00018,18,Boulevard Paul Perrin,,44600,Saint-Nazaire,44  Loire-Atlantique  Pays de la Loire,44184,,,,47.28592,-2.2148,T,,,,Renouveler le travail,,,,Renouveler le travail---,Loire-Atlantique,Saint-Nazaire
pingcarto35_,ecole-d-arts---ateliers-numeriques,PiNG,PiNG,PiNG,PiNG,Ecole d'Arts - Ateliers numériques,24 Avenue Léon Blum 44600 Saint-Nazaire,https://beauxartsnantes.fr/l%C3%A9cole-de-saint-nazaire,Citoyens,T-O-D,L’école des Beaux-arts de Saint‑Nazaire existe depuis 1985. Implantée sur plus de 1 000 m²  elle est dotée de sept salles de cours où sont dispensées des disciplines de pratiques artistiques et culturelles en direction des enfants  adolescents et adultes : dessin  peinture  céramique  gravure  sculpture multimédia. L’école dispose d’équipements adaptés  tels que des fours pour la cuisson des céramiques  d’un atelier de gravure comprenant deux presses taille douce et un atelier numérique.,https://beauxartsnantes.fr/sites/all/themes/ebansn/css/bg/logo-ban2017.jpg,https://beauxartsnantes.fr/sites/default/files/ecole-site-gd.jpg,Autre,NON,44,47.27263,-2.21199,24 Avenue Léon Blum 44600 Saint-Nazaire,0.97,housenumber,44184_3740_00024,24,Avenue Léon Blum,,44600,Saint-Nazaire,44  Loire-Atlantique  Pays de la Loire,44184,,,,47.27263,-2.21199,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Loire-Atlantique,Saint-Nazaire
pingcarto36_,bluelab,CAP Tiers-Lieux – PiNG,CAP Tiers-Lieux – PiNG,CAPTL-PiNG,CAPTL-PiNG,Bluelab,66 Centre République 44600 Saint-Nazaire,https://bluelab44.fr/,Professionnels – Citoyens,T-O-D,Le Blue Lab est une association située au centre ville de Saint-Nazaire qui met tout en oeuvre pour que ce lieu devienne un carrefour des innovations sur ce territoire. Au Blue Lab  on peut imaginer des projets lors d'ateliers de rencontre et de découverte  on peut fabriquer des objets  prototyper des projets grâce aux technologies numériques  et on peut accélérer la réussite de ses projets en échangeant avec des professionnels et des passionnés d’innovation.,,https://bluelab44.fr/wp-content/uploads/2019/11/70177624_655214294969073_2117067157761163264_o.jpg,Association,NON,44,47.2787,-2.212327,Bâtiment Centre République 44600 Saint-Nazaire,0.77,street,44184_k9uape,,Bâtiment Centre République,,44600,Saint-Nazaire,44  Loire-Atlantique  Pays de la Loire,44184,,,,47.2787,-2.212327,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Loire-Atlantique,Saint-Nazaire
pingcarto37_,centre-socioculturel-tempo,PiNG,PiNG,PiNG,PiNG,Centre Socioculturel Tempo,7 rue du 11 novembre 44130 Blain,http://csctempo.fr/,Citoyens,O-D,Face à la place grandissante du numérique dans nos vies quotidiennes  certains enjeux nous semblent essentiels : les aspects écologiques de notre consommation technologique  la protection de nos droits  l’impact du tout numérique sur notre environnement. Le Centre Socioculturel Tempo propose des outils pour fabriquer  réparer… : du bois à l’impression 3D  de la couture à la création graphique  tout ce qu’il faut pour inventer  concevoir  créer !,http://csctempo.fr/wp-content/uploads/2018/09/bandeau-7.png,http://csctempo.fr/wp-content/uploads/2018/09/20180914_TL.jpg,Association,NON,44,47.476321,-1.763342,7 Rue du 11 Novembre 44130 Blain,0.96,housenumber,44015_0493_00007,7,Rue du 11 Novembre,,44130,Blain,44  Loire-Atlantique  Pays de la Loire,44015,,,,47.476321,-1.763342,,D,,O,,Découvrir collectivement,,Œuvrer ensemble,-Découvrir collectivement--Œuvrer ensemble,Loire-Atlantique,Blain
pingcarto38_,la-minotheque,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,La Minothèque,21 bis rue Louis Guihot 44130 Bouvron,https://www.facebook.com/BouvronTiersLieu/,Professionnels – Citoyens,D,Depuis le 1er semestre 2018  le projet d’un tiers-lieu « circuit court » du partage  des échanges  lieu de développement des idées  des initiatives est lancé. L’objectif : disposer d’un espace commun fédérateur  partagé quotidiennement  pour se rencontrer  échanger des services  des « recettes »  des envies  à tout âge et sur tout sujet. L’évolution de la bibliothèque municipale étant aussi en réflexion  le choix d’implanter le tiers-lieu à la bibliothèque s’est imposé pour lancer une dynamique globale.  Le Tiers Lieu  installé dans les locaux de la bibliothèque  est un espace de partages et de rencontres porté par les citoyens et pour l’ensemble des bouvronnais. Il permet d’échanger les savoir-faire  les idées  de lancer des initiatives locales. C’est aussi un point d’information sur la vie de la commune.  Il offre : un espace de convivialité  un espace numérique  une bibliothèque : environ 5600 ouvrages pour adultes et enfants disponibles au prêt.  Il propose des activités gratuites ouvertes à tous.,https://scontent-cdg2-1.xx.fbcdn.net/v/t1.0-9/60689146_435933870315127_2979670279275413504_n.png?_nc_cat=100&_nc_ohc=a_Ew3mMxMpwAX9kXnuv&_nc_ht=scontent-cdg2-1.xx&oh=bf182f473f7e1c1ac9dad7939db520f4&oe=5EFFCFD8,,Association,NON,44,47.418166,-1.848155,Rue Louis Guihot 44130 Bouvron,0.78,street,44023_0054,,Rue Louis Guihot,,44130,Bouvron,44  Loire-Atlantique  Pays de la Loire,44023,,,,47.418166,-1.848155,,D,,,,Découvrir collectivement,,,-Découvrir collectivement--,Loire-Atlantique,Bouvron
pingcarto39_,le-transistore,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Le Transistore,La Chapelle sur Erdre,https://www.letransistore.org/,Professionnels – Citoyens,T-D,Tiers-lieu constitué aututour d'une recyclerie  un lieu de convivialité  d'échange  de ressources sur le réemploi  la transistion écologique et sociétale (café associatif  ateliers ...)  en expérimentation dans les locaux mis à disposition par une ferme.,https://www.letransistore.org/wp-content/uploads/2018/03/cropped-logoTransiStoreBleuContour-192x192.png,https://www.letransistore.org/wp-content/uploads/IMG_20190630_103315.jpg,Association,NON,44,47.302321,-1.560549,La Chapelle-sur-Erdre,0.95,municipality,44035,,La Chapelle-sur-Erdre,,44240,La Chapelle-sur-Erdre,44  Loire-Atlantique  Pays de la Loire,44035,,,,47.302321,-1.560549,T,D,,,Renouveler le travail,Découvrir collectivement,,,Renouveler le travail-Découvrir collectivement--,Loire-Atlantique,La Chapelle-sur-Erdre
pingcarto40_,le-millelieu,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Le Millelieu,1 rue Félix Platel 44310 Saint Philbert de Grand Lieu,https://www.lemillelieu.fr/,Professionnels – Citoyens,T-D,Le Millelieu est créateur d’évènements et d'aventures partagées pour la promotion locale. Sa volonté est de fédérer  promouvoir le patrimoine local et ses acteurs  sensibiliser à l’environnement  créer des synergies et des souvenirs inoubliables tout en portant des valeurs telles que la durabilité  la solidarité et l’écologie.,https://www.lemillelieu.fr/wp-content/uploads/2019/09/logo-le-millelieu.png,https://www.lemillelieu.fr/wp-content/uploads/2019/10/anniversaire.jpg,Association,NON,44,47.03702,-1.643094,1 Rue Félix Platel 44310 Saint-Philbert-de-Grand-Lieu,0.96,housenumber,44188_0150_00001,1,Rue Félix Platel,,44310,Saint-Philbert-de-Grand-Lieu,44  Loire-Atlantique  Pays de la Loire,44188,,,,47.03702,-1.643094,T,D,,,Renouveler le travail,Découvrir collectivement,,,Renouveler le travail-Découvrir collectivement--,Loire-Atlantique,Saint-Philbert-de-Grand-Lieu
pingcarto41_,hackerspace-lafach-amicale-laique-castelbriantaise,CGET,France Tiers-Lieux,CGET,FTL,Hackerspace LaFaCh (Amicale Laïque Castelbriantaise),13 Place Ernest Breant 44110 Châteaubriant,http://alis44110.solidarite-locale.fr/,Citoyens,O-D,ALIS (Association Libre Informatique Solidaire) est une association d’éducation populaire à l’informatique libre.,http://alis44110.solidarite-locale.fr/bandeau-alis.jpg,,Association,NON,44,47.721596,-1.376319,13 Place Ernest Bréant 44110 Châteaubriant,0.96,housenumber,44036_0560_00013,13,Place Ernest Bréant,,44110,Châteaubriant,44  Loire-Atlantique  Pays de la Loire,44036,,,,47.721596,-1.376319,,D,,O,,Découvrir collectivement,,Œuvrer ensemble,-Découvrir collectivement--Œuvrer ensemble,Loire-Atlantique,Châteaubriant
pingcarto42_,cow-b,CGET,France Tiers-Lieux,CGET,FTL,Cow-B,7 Rue Jean-Baptiste Olivier 44130 Bouvron,https://www.cow-b.fr/,Professionnels,T,Dédié aux indépendant·e·s  télétravailleur·euse·s  free-lances  ou aux gens de passage  le coworking de Bouvron offre un cadre au calme et convivial pour travailler dans de bonnes conditions. C’est également un point de chute idéal pour retrouver une vie sociale  ou encore le moyen d’avoir un bureau pas cher.,https://www.cow-b.fr/wp-content/uploads/2018/07/logo-coworking-bouvron-2.png,https://www.cow-b.fr/wp-content/uploads/2019/09/Open-space-coworking-bouvron-4-1920x1440.jpg,Association,NON,44,47.417185,-1.844182,7 Rue Jean-Baptiste Olivier 44130 Bouvron,0.96,housenumber,44023_0047_00007,7,Rue Jean-Baptiste Olivier,,44130,Bouvron,44  Loire-Atlantique  Pays de la Loire,44023,,,,47.417185,-1.844182,T,,,,Renouveler le travail,,,,Renouveler le travail---,Loire-Atlantique,Bouvron
pingcarto43_,le-3eme-lieu,CGET,France Tiers-Lieux,CGET,FTL,Le 3ème Lieu,8 place de l’Église 44170 Abbaretz,http://www.3emelieu.fr/,Professionnels,T,Le 3ème lieu est un tiers-lieu où cohabitent bureaux  open-space & commerces  avec une mixité de profils et d’activités et la mutualisation de moyens.,http://www.3emelieu.fr/wp-content/uploads/2018/05/gen_logo-1024x289.png,http://www.3emelieu.fr/wp-content/uploads/2017/11/021017-003-1.jpg,SARL/SAS/SA,NON,44,47.552678,-1.533794,8 Place de l’Eglise 44170 Abbaretz,0.95,housenumber,44001_0295_00008,8,Place de l’Eglise,,44170,Abbaretz,44  Loire-Atlantique  Pays de la Loire,44001,,,,47.552678,-1.533794,T,,,,Renouveler le travail,,,,Renouveler le travail---,Loire-Atlantique,Abbaretz
pingcarto44_,l’incubacteur-estuaire-et-sillon,CGET,France Tiers-Lieux,CGET,FTL,L’Incubacteur Estuaire et Sillon,La Croix Gaudin 44360 Saint-Etienne de Montluc,https://www.lincubacteur.fr/,Professionnels,T,Lincubacteur a pour vocation de booster la création et le développement des entreprises  en proposant notamment la location d’espaces évolutifs pour mettre fin à l’isolement des porteurs de projets et jeunes entreprises.,https://www.lincubacteur.fr/wp-content/uploads/2017/11/logo.jpg,https://www.lincubacteur.fr/wp-content/uploads/2018/04/lincubacteur-coworking-2.jpg,SARL/SAS/SA,NON,44,47.281019,-1.733729,La Croix Gaudin 44360 Saint-Étienne-de-Montluc,0.95,street,44158_b386,,La Croix Gaudin,,44360,Saint-Étienne-de-Montluc,44  Loire-Atlantique  Pays de la Loire,44158,,,,47.281019,-1.733729,T,,,,Renouveler le travail,,,,Renouveler le travail---,Loire-Atlantique,Saint-Étienne-de-Montluc
pingcarto45_,coworkstation,CGET – CAP Tiers-Lieux,France Tiers-Lieux – CAP Tiers-Lieux,CGET-CAPTL,FTL-CAPTL,Coworkstation,1 route de Saint Fiacre 44190 Gorges,https://coworklisson.fr/,Professionnels,T-D,La convergence entre un collectif d'acteurs économiques locaux et l'intercommunalité s'est effectuée progressivement de 2011 à la signature du partenariat en 2018. L'initiative du collectif autour de besoins communs d'espace de travail partagé  d'un cadre de travail adapté et convivial  de la mise en évidence des compétences de chacun... a abouti en 2017 à la création de l'association CoworKlisson et l'ouverture du 1er espace partagé Cowork Station à côté de la gare tram-train de Gorges. La Communauté de Communes Vallée de Clisson  devenue Clisson Sèvre Maine Agglo  a souhaité accompagner cette expérience pour mieux cerner les besoins locaux des entrepreneurs et actifs en télétravail en vue du développement d'une offre immobilière tertiaire (projet de la maison de l'économie).,https://coworklisson.fr/wp-content/uploads/coworklisson-coworking-logo.png,https://coworklisson.fr/wp-content/uploads/coworkstation-coworking-gorges-44.jpg,Association,NON,44,47.100089,-1.306367,1 Route de Saint-Fiacre 44190 Gorges,0.95,housenumber,44064_0140_00001,1,Route de Saint-Fiacre,,44190,Gorges,44  Loire-Atlantique  Pays de la Loire,44064,,,,47.100089,-1.306367,T,D,,,Renouveler le travail,Découvrir collectivement,,,Renouveler le travail-Découvrir collectivement--,Loire-Atlantique,Gorges
pingcarto46_,minihub,PiNG – CGET – CAP Tiers-Lieux,PiNG – France Tiers-Lieux,PiNG-CGET-CAPTL,PiNG-FTL,MiniHub,6 rue des Filatures ZA de Tabari Sud 44190 Clisson,https://www.linkedin.com/company/minihub/,Professionnels – Citoyens,T-O-D,"Le MiniHub : La société ADI et l’association Gullivigne se sont réunies pour créer un tiers lieu tout nouveau à Clisson.
Un lieu de réunions / formations / séminaires qui offre un coin de détente « cosy ». Vous y trouverez également un « FabLab » : un laboratoire de créations doté d'outils de fabrication  notamment à commande numérique (imprimantes 3D  découpe laser  fraiseuse CNC..)
Ce tiers-lieu se veut un espace d'innovation  de développement des savoirs et compétences  au service du plus grand nombre à travers le vignoble nantais : le grand public mais aussi des entrepreneurs pour leurs essais en prototypage ..
Le MiniHub dispose d’un parking gratuit et est situé à proximité des nombreux restaurants et food-trucks clissonnais. 
Au centre du triangle Nantes - Cholet – La Roche s/Yon... un espace à découvrir absolument.",,https://gullivigne.org/wp-content/uploads/2019/08/DSC01419.jpg,SARL/SAS/SA,NON,44,47.078194,-1.290865,6 Rue des Filatures 44190 Clisson,0.64,housenumber,44043_0846_00006,6,Rue des Filatures,,44190,Clisson,44  Loire-Atlantique  Pays de la Loire,44043,,,,47.078194,-1.290865,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Loire-Atlantique,Clisson
pingcarto47_,le-fablab-pays-d’ancenis,PiNG – CAP Tiers-Lieux,PiNG – CAP Tiers-Lieux,PiNG-CAPTL,PiNG-CAPTL,Le Fablab Pays d’Ancenis,5 Place Armand de Béthune 44150 Ancenis,https://fablabancenis.wordpress.com,Professionnels – Citoyens,T-O-D,Le Fablab Pays d'Ancenis est un fablab ouvert à tout public désireux de concrétiser un projet en utilisant des outils numériques,https://fablabancenis.wordpress.com,,Association,NON,44,47.364357,-1.191305,5 Place Armand de Bethune 44150 Ancenis-Saint-Géréon,0.76,housenumber,44003_cisdmi_00005,5,Place Armand de Bethune,,44150,Ancenis-Saint-Géréon,44  Loire-Atlantique  Pays de la Loire,44003,,,,47.364357,-1.191305,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Loire-Atlantique,Ancenis-Saint-Géréon
pingcarto48_,cultivons-les-cailloux,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Cultivons les Cailloux,119 rue des Douves 44150 Ancenis,https://www.cultivonslescailloux.org,Professionnels – Citoyens,T-O-D-C,"Un collectif local pour une consommation réfléchie. Cultivons les Cailloux rassemble des professionnels (artisans  créateurs  producteurs  praticiens)  des citoyens et des associations de la région d’Ancenis. Nous souhaitons induire de la coopération  des synergies afin de valoriser  développer et faire émerger les initiatives «responsables» de notre territoire.
Notre  Tiers lieu  situé au coeur d’Ancenis  est orienté production et consommation réfléchies. Il abrite une boutique partagée  un espace bien-vivre et un espace pour les ateliers créatifs ou bien-être.

SOLIDARITE - CONVIVIALITE - CREATIVITE",https://cultivonslescailloux.org/wp-content/uploads/2019/08/LogoCaillouxsimple.jpg,https://raw.githubusercontent.com/co-demos/PING-carto/master/photos/cultivonslescailloux.jpeg,Association,NON,44,47.364618,-1.178226,119 Rue des Douves 44150 Ancenis-Saint-Géréon,0.72,housenumber,44003_0280_00119,119,Rue des Douves,,44150,Ancenis-Saint-Géréon,44  Loire-Atlantique  Pays de la Loire,44003,,,,47.364618,-1.178226,T,D,C,O,Renouveler le travail,Découvrir collectivement,Repenser sa consommation,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement-Repenser sa consommation-Œuvrer ensemble,Loire-Atlantique,Ancenis-Saint-Géréon
pingcarto49_,cowork-notre-dame,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Cowork Notre Dame,21 Route de Nantes 44430 Le Loroux-Bottereau,https://cowork-notredame.fr/,Professionnels – Citoyens,T-D,Cowork Notre Dame est un tiers lieu adossé à un établissement scolaire. Il est composé d'une micro crèche  d'un espace coworking et d'un LearningLab incluant des espaces hybrides tels qu'un Fablab  un Médialab et un LivingLab. La raison d'être de ce bâtiment est pédagogique (rapprocher le monde de l'enseignement et celui de l'entreprise) il est aussi d'inscrire l'établissement dans son territoire en proposant des services à la population locale et en étant un outil du développement territorial.,https://cowork-notredame.fr/wp-content/uploads/2019/05/CoWorkND200px.png,https://cowork-notredame.fr/wp-content/uploads/2019/09/14-visite-inauguration_CND-CA-24-09-19-1920.jpg,Association,NON,44,47.238253,-1.35526,21 Route de Nantes 44430 Le Loroux-Bottereau,0.96,housenumber,44084_0520_00021,21,Route de Nantes,,44430,Le Loroux-Bottereau,44  Loire-Atlantique  Pays de la Loire,44084,,,,47.238253,-1.35526,T,D,,,Renouveler le travail,Découvrir collectivement,,,Renouveler le travail-Découvrir collectivement--,Loire-Atlantique,Le Loroux-Bottereau
